#SLHA_file 	 M_N1 	 M_N2 	 M_C1 	 M_N3 	 M_N4 	 M_C2 	 r_obs(comb) 	 r_exp(comb) 	 Combination 	 max_r_obs 	 Analysis 	 max_r_exp 	 Analysis 	 Time taken
 ew_k955mqhn.slha 	 339.831382 	 356.698794 	 343.493918 	 604.882027 	 2722.55422 	 605.300396 	 2.162E-01 	 2.395E-01 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2019-08', 'ATLAS-SUSY-2019-09', 'CMS-SUS-21-002'] 	 0.15531 	 ATLAS-SUSY-2018-05-ewk 	 0.14177 	 CMS-SUS-21-002 	 00:58:55
 ew_9ejajdyz.slha 	 474.893453 	 795.810057 	 795.974281 	 2549.61629 	 2550.80775 	 2551.53488 	 3.606E-01 	 4.330E-01 	 ['ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'CMS-SUS-21-002'] 	 0.35121 	 ATLAS-SUSY-2018-41 	 0.30511 	 CMS-SUS-21-002 	 01:00:58
 ew_a05wp5uk.slha 	 245.454252 	 512.62096 	 510.039319 	 512.721728 	 2392.80026 	 2392.96551 	 5.003E-01 	 4.976E-01 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2019-08', 'ATLAS-SUSY-2019-09', 'CMS-SUS-21-002'] 	 0.33956 	 ATLAS-SUSY-2018-05-ewk 	 0.29078 	 ATLAS-SUSY-2018-05-ewk 	 01:05:24
 ew_2yxaeqa_.slha 	 129.990133 	 590.028446 	 590.187545 	 1389.64384 	 1394.10077 	 1394.5723 	 2.546E+00 	 3.120E+00 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2018-32', 'ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'ATLAS-SUSY-2019-09', 'CMS-SUS-21-002'] 	 2.61478 	 ATLAS-SUSY-2018-41 	 2.15964 	 CMS-SUS-21-002 	 01:02:24
 ew_0vzcqbtz.slha 	 213.315791 	 899.74095 	 899.34658 	 901.628363 	 2690.12953 	 2690.29448 	 6.898E-01 	 7.733E-01 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'CMS-SUS-21-002'] 	 0.78222 	 ATLAS-SUSY-2018-41 	 0.54346 	 ATLAS-SUSY-2018-41 	 01:04:58
 ew_c6aimzp3.slha 	 247.741894 	 258.575463 	 252.781418 	 650.22456 	 1013.93702 	 1014.0789 	 4.552E-02 	 6.245E-02 	 ['ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'CMS-SUS-21-002'] 	 0.05154 	 ATLAS-SUSY-2018-41 	 0.04865 	 CMS-SUS-21-002 	 01:07:57
 ew_nv4gr3l7.slha 	 201.786551 	 421.814461 	 421.971071 	 1454.74011 	 1457.95829 	 1458.53449 	 7.653E-01 	 9.155E-01 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2018-32', 'ATLAS-SUSY-2019-08', 'ATLAS-SUSY-2019-09', 'CMS-SUS-21-002'] 	 0.59363 	 CMS-SUS-21-002 	 0.73072 	 ATLAS-SUSY-2019-08 	 01:10:26
 ew_2x4otw9n.slha 	 463.420868 	 628.426802 	 626.474739 	 631.587995 	 2824.3796 	 2824.54459 	 1.233E-02 	 1.226E-02 	 ['ATLAS-SUSY-2019-08', 'CMS-SUS-21-002'] 	 0.01203 	 CMS-SUS-21-002 	 0.01002 	 CMS-SUS-21-002 	 01:07:50
 ew_k0txk_3x.slha 	 499.197864 	 964.508814 	 964.196207 	 990.575141 	 1112.37992 	 1112.45914 	 2.246E-01 	 2.778E-01 	 ['ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'CMS-SUS-21-002'] 	 0.25916 	 ATLAS-SUSY-2018-41 	 0.19451 	 CMS-SUS-21-002 	 01:13:14
 ew_sgqfyxvf.slha 	 263.001875 	 931.993748 	 932.147482 	 957.488922 	 1090.07259 	 1090.26561 	 5.472E-01 	 6.514E-01 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'CMS-SUS-21-002'] 	 0.62017 	 ATLAS-SUSY-2018-41 	 0.44372 	 CMS-SUS-21-002 	 01:11:53
 ew_g9tods2d.slha 	 135.655275 	 427.607359 	 427.649368 	 596.558068 	 618.020217 	 618.292341 	 1.936E+00 	 2.500E+00 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2018-32', 'ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'ATLAS-SUSY-2019-09', 'CMS-SUS-21-002'] 	 1.62740 	 CMS-SUS-21-002 	 1.88614 	 CMS-SUS-21-002 	 01:14:10
 ew_yv4wgn4n.slha 	 237.240002 	 950.225186 	 950.107667 	 953.709134 	 1969.78915 	 1969.95536 	 5.392E-01 	 6.366E-01 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'CMS-SUS-21-002'] 	 0.61814 	 ATLAS-SUSY-2018-41 	 0.42983 	 ATLAS-SUSY-2018-41 	 01:14:07
 ew_m3yl067k.slha 	 28.8032447 	 340.266381 	 340.429431 	 2602.72978 	 2603.34526 	 2604.2542 	 2.515E+00 	 3.002E+00 	 ['ATLAS-SUSY-2013-12', 'ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2018-32', 'ATLAS-SUSY-2019-08', 'ATLAS-SUSY-2019-09', 'CMS-SUS-21-002'] 	 2.01428 	 CMS-SUS-21-002 	 2.01186 	 CMS-SUS-21-002 	 01:13:58
 ew_za2y2tjt.slha 	 219.325944 	 226.063445 	 222.130318 	 1092.27668 	 2715.31897 	 1092.46716 	 2.484E-01 	 3.055E-01 	 ['ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'CMS-SUS-21-002'] 	 0.30965 	 ATLAS-SUSY-2018-41 	 0.21642 	 ATLAS-SUSY-2018-41 	 01:15:48
 ew_3thb2i45.slha 	 270.499022 	 321.833058 	 282.929301 	 352.107129 	 418.965442 	 414.810753 	 5.885E-03 	 5.307E-03 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2019-08', 'ATLAS-SUSY-2019-09', 'CMS-SUS-21-002'] 	 0.00596 	 CMS-SUS-21-002 	 0.00477 	 CMS-SUS-21-002 	 01:09:58
 ew_67t5kvjg.slha 	 472.244401 	 738.278856 	 735.764202 	 741.005761 	 1439.08853 	 1439.25352 	 5.762E-02 	 7.471E-02 	 ['ATLAS-SUSY-2019-08', 'CMS-SUS-21-002'] 	 0.05779 	 CMS-SUS-21-002 	 0.06499 	 CMS-SUS-21-002 	 01:26:03
 ew_rkotfukk.slha 	 254.303812 	 269.479826 	 261.683119 	 490.298934 	 742.995464 	 743.108187 	 9.484E-02 	 1.084E-01 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'ATLAS-SUSY-2019-09', 'CMS-SUS-21-002'] 	 0.09540 	 ATLAS-SUSY-2018-41 	 0.07438 	 CMS-SUS-21-002 	 01:28:33
 ew_u0e3k6eg.slha 	 188.859461 	 890.567101 	 890.731573 	 2620.84715 	 2622.09768 	 2622.8191 	 1.355E+00 	 1.698E+00 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'CMS-SUS-21-002'] 	 1.55596 	 ATLAS-SUSY-2018-41 	 1.20410 	 CMS-SUS-21-002 	 02:06:11
