#SLHA_file 	 M_N1 	 M_N2 	 M_C1 	 M_N3 	 M_N4 	 M_C2 	 r_obs(comb) 	 r_exp(comb) 	 Combination 	 max_r_obs 	 Analysis 	 max_r_exp 	 Analysis 	 Time taken
 ew_c3g8z1d8.slha 	 237.819126 	 241.385749 	 239.734016 	 2201.28208 	 2541.97029 	 2201.45721 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 00:00:03
 ew_kaj9yqch.slha 	 433.800829 	 465.728284 	 436.618857 	 585.326219 	 2498.90467 	 586.235185 	 1.547E-02 	 1.359E-02 	 ['ATLAS-SUSY-2019-08', 'CMS-SUS-21-002'] 	 0.01557 	 CMS-SUS-21-002 	 0.01291 	 CMS-SUS-21-002 	 00:52:38
 ew_bu0w6uot.slha 	 56.4516701 	 227.559389 	 227.72052 	 2873.35723 	 2873.68022 	 2874.63678 	 2.716E+00 	 2.648E+00 	 ['ATLAS-SUSY-2013-12', 'ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2018-32', 'ATLAS-SUSY-2019-08', 'ATLAS-SUSY-2019-09', 'CMS-SUS-21-002'] 	 1.98968 	 ATLAS-SUSY-2018-32 	 1.98070 	 ATLAS-SUSY-2018-32 	 00:40:50
 ew_l_r_b8hs.slha 	 398.367567 	 405.11903 	 403.174907 	 690.201145 	 2634.34538 	 2634.51049 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 00:00:02
 ew_0idl4mms.slha 	 238.921766 	 242.112028 	 240.691089 	 2450.47312 	 2811.4283 	 2450.64582 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 00:00:03
 ew_85qba9__.slha 	 288.598307 	 298.024053 	 293.552487 	 675.476741 	 1134.73763 	 1134.89456 	 2.374E-02 	 3.135E-02 	 ['ATLAS-SUSY-2018-41', 'CMS-SUS-21-002'] 	 0.02530 	 ATLAS-SUSY-2018-41 	 0.02379 	 CMS-SUS-21-002 	 00:02:09
 ew_euo1wpcg.slha 	 335.726943 	 411.759001 	 337.371084 	 453.562216 	 2952.3453 	 456.619285 	 7.612E-02 	 7.514E-02 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2019-09', 'CMS-SUS-21-002'] 	 0.08109 	 ATLAS-SUSY-2019-09 	 0.07124 	 ATLAS-SUSY-2019-09 	 00:10:43
 ew__2qf2vvk.slha 	 75.7768567 	 599.136838 	 599.301163 	 2153.38804 	 2154.60158 	 2155.4938 	 4.046E+00 	 4.578E+00 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2018-32', 'ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'ATLAS-SUSY-2019-09', 'CMS-SUS-21-002'] 	 3.97429 	 ATLAS-SUSY-2018-41 	 3.17445 	 CMS-SUS-21-002 	 00:50:00
 ew_jg3feaf0.slha 	 429.324955 	 600.36001 	 599.063567 	 659.011267 	 712.861334 	 712.348648 	 5.366E-02 	 4.954E-02 	 ['ATLAS-SUSY-2019-08', 'CMS-SUS-21-002'] 	 0.03761 	 CMS-SUS-21-002 	 0.03710 	 ATLAS-SUSY-2019-08 	 00:48:02
 ew_t58_2on_.slha 	 148.498906 	 151.44536 	 150.205486 	 2115.83081 	 2949.6024 	 2949.76695 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 00:00:02
 ew_25i_6uga.slha 	 151.36916 	 158.638406 	 155.18479 	 720.828816 	 1417.33278 	 1417.49607 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 00:00:04
 ew_zsz1fcc4.slha 	 131.056353 	 134.726325 	 132.998922 	 1822.94646 	 2330.6815 	 2330.84385 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 00:00:03
 ew_xzxi3yel.slha 	 299.00969 	 303.538054 	 301.723362 	 1038.74874 	 2493.95634 	 2494.12138 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 00:00:02
 ew_n_edkike.slha 	 213.396914 	 898.449505 	 898.417924 	 902.992349 	 1689.51154 	 1689.67901 	 6.851E-01 	 7.688E-01 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'CMS-SUS-21-002'] 	 0.77678 	 ATLAS-SUSY-2018-41 	 0.53992 	 ATLAS-SUSY-2018-41 	 00:42:42
 ew_gote_xwq.slha 	 147.580531 	 172.540661 	 172.509662 	 587.752174 	 593.216166 	 595.114556 	 8.916E-01 	 2.124E+00 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'ATLAS-SUSY-2019-09', 'CMS-SUS-21-002'] 	 2.06526 	 ATLAS-SUSY-2019-09 	 2.18042 	 ATLAS-SUSY-2019-09 	 00:54:11
 ew_uzfx9tce.slha 	 200.370197 	 211.461569 	 204.031366 	 694.3887 	 2412.02897 	 694.648934 	 9.776E-01 	 9.309E-01 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'ATLAS-SUSY-2019-09', 'CMS-SUS-21-002'] 	 0.97791 	 ATLAS-SUSY-2018-41 	 0.65980 	 ATLAS-SUSY-2018-41 	 00:37:59
 ew_docb_2ur.slha 	 210.848887 	 219.238116 	 214.385031 	 914.782313 	 1713.28081 	 915.000261 	 4.440E-01 	 4.854E-01 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'CMS-SUS-21-002'] 	 0.52363 	 ATLAS-SUSY-2018-41 	 0.36601 	 ATLAS-SUSY-2018-41 	 00:35:15
 ew_538jnh_6.slha 	 414.836852 	 619.199481 	 615.057057 	 619.356723 	 1544.02292 	 1544.18819 	 1.838E-02 	 1.476E-02 	 ['ATLAS-SUSY-2019-08', 'CMS-SUS-21-002'] 	 0.01796 	 CMS-SUS-21-002 	 0.01332 	 CMS-SUS-21-002 	 00:47:25
 ew_zhloq6ey.slha 	 126.306236 	 140.070074 	 134.91895 	 291.504852 	 1132.4329 	 1132.60145 	 4.109E-01 	 3.242E-01 	 ['ATLAS-SUSY-2019-09'] 	 0.41091 	 ATLAS-SUSY-2019-09 	 0.32419 	 ATLAS-SUSY-2019-09 	 00:00:09
 ew_rqcqg_lz.slha 	 296.391225 	 661.594767 	 659.859291 	 661.822803 	 3043.7673 	 3043.93234 	 7.025E-01 	 6.707E-01 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'ATLAS-SUSY-2019-09', 'CMS-SUS-21-002'] 	 0.55384 	 ATLAS-SUSY-2018-41 	 0.38447 	 CMS-SUS-21-002 	 00:36:38
 ew_l0al9or1.slha 	 263.212793 	 269.072524 	 266.171325 	 1144.52052 	 1590.78968 	 1590.94782 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 00:00:03
 ew_1hepk0__.slha 	 469.642349 	 499.052029 	 479.138157 	 602.872051 	 666.98309 	 665.148765 	 2.997E-03 	 3.452E-03 	 ['ATLAS-SUSY-2019-08', 'CMS-SUS-21-002'] 	 0.00304 	 CMS-SUS-21-002 	 0.00271 	 ATLAS-SUSY-2019-08 	 01:09:04
 ew_zli4jgw5.slha 	 262.765593 	 271.699888 	 266.45667 	 914.326781 	 1393.77548 	 914.563293 	 4.053E-01 	 4.266E-01 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'CMS-SUS-21-002'] 	 0.47550 	 ATLAS-SUSY-2018-41 	 0.32896 	 ATLAS-SUSY-2018-41 	 00:45:02
 ew_aj63sie2.slha 	 404.53895 	 412.725118 	 407.890253 	 1107.26506 	 1337.24979 	 1107.51147 	 8.320E-02 	 9.646E-02 	 ['ATLAS-SUSY-2018-41', 'CMS-SUS-21-002'] 	 0.09625 	 ATLAS-SUSY-2018-41 	 0.06667 	 ATLAS-SUSY-2018-41 	 00:02:37
 ew_bcsbk90n.slha 	 390.011601 	 464.931796 	 464.998463 	 913.574281 	 920.362732 	 920.800076 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 00:00:54
 ew_k6zi97md.slha 	 458.323658 	 474.902675 	 468.532063 	 612.707462 	 1142.95767 	 1143.10815 	 1.160E-02 	 2.010E-02 	 ['CMS-SUS-21-002'] 	 0.01160 	 CMS-SUS-21-002 	 0.02010 	 CMS-SUS-21-002 	 00:01:33
 ew_1f9r1zz8.slha 	 474.656178 	 482.964774 	 477.045675 	 1088.50725 	 3000.51989 	 1088.70724 	 6.322E-02 	 7.368E-02 	 ['ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'CMS-SUS-21-002'] 	 0.08011 	 ATLAS-SUSY-2018-41 	 0.05549 	 ATLAS-SUSY-2018-41 	 01:54:07
 ew_1dawlb3f.slha 	 213.240941 	 261.134236 	 217.173212 	 344.553921 	 981.84972 	 347.212797 	 7.816E-01 	 5.287E-01 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2018-32', 'ATLAS-SUSY-2019-09', 'CMS-SUS-21-002'] 	 0.44344 	 ATLAS-SUSY-2019-09 	 0.32846 	 ATLAS-SUSY-2018-32 	 00:19:09
 ew_1lrpjlvl.slha 	 253.118045 	 263.458619 	 260.158283 	 451.5946 	 1650.91099 	 1651.07694 	 5.908E-02 	 3.584E-02 	 ['ATLAS-SUSY-2019-09'] 	 0.05908 	 ATLAS-SUSY-2019-09 	 0.03584 	 ATLAS-SUSY-2019-09 	 00:00:03
 ew_ifk1m8ko.slha 	 193.431148 	 197.354661 	 195.480483 	 1875.63097 	 3047.45541 	 1875.80296 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 00:00:03
 ew_0j8gvuga.slha 	 130.370217 	 445.245733 	 445.430636 	 593.864329 	 614.076123 	 615.054822 	 2.096E+00 	 2.658E+00 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2018-32', 'ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'ATLAS-SUSY-2019-09', 'CMS-SUS-21-002'] 	 1.75548 	 CMS-SUS-21-002 	 2.04322 	 CMS-SUS-21-002 	 00:48:05
 ew_7gew45zh.slha 	 484.404149 	 490.570268 	 486.88029 	 1372.85604 	 2246.06619 	 1373.04224 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 00:00:03
 ew__wkxfj6k.slha 	 425.75487 	 444.461811 	 431.170525 	 695.627952 	 792.738623 	 696.689324 	 1.215E-02 	 1.679E-02 	 ['ATLAS-SUSY-2019-08', 'CMS-SUS-21-002'] 	 0.01240 	 CMS-SUS-21-002 	 0.01413 	 CMS-SUS-21-002 	 01:35:49
 ew_ypstqhny.slha 	 146.317133 	 155.540693 	 152.434573 	 368.6363 	 2122.55814 	 2122.72414 	 1.248E-01 	 9.949E-02 	 ['ATLAS-SUSY-2019-09'] 	 0.12478 	 ATLAS-SUSY-2019-09 	 0.09949 	 ATLAS-SUSY-2019-09 	 00:00:11
 ew_dxx75ia7.slha 	 127.716455 	 142.321514 	 133.633261 	 568.628787 	 696.212728 	 569.260055 	 1.681E-01 	 1.850E-01 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2018-32', 'ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'ATLAS-SUSY-2019-09', 'CMS-SUS-21-002'] 	 0.11857 	 ATLAS-SUSY-2018-41 	 0.12371 	 CMS-SUS-21-002 	 00:52:07
 ew__muwhbak.slha 	 331.170732 	 335.703733 	 333.302778 	 1672.04761 	 2957.23303 	 1672.22162 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 00:00:03
 ew_4ygq4t2r.slha 	 478.924532 	 969.71279 	 969.144535 	 975.203921 	 1530.64858 	 1530.81543 	 2.871E-01 	 3.046E-01 	 ['ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'CMS-SUS-21-002'] 	 0.32825 	 ATLAS-SUSY-2018-41 	 0.22525 	 ATLAS-SUSY-2018-41 	 00:35:07
 ew_z1xam_9g.slha 	 169.181534 	 658.541488 	 657.561223 	 661.645008 	 1705.71675 	 1705.8828 	 1.316E+00 	 1.281E+00 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'ATLAS-SUSY-2019-09', 'CMS-SUS-21-002'] 	 1.23628 	 ATLAS-SUSY-2018-41 	 0.83786 	 ATLAS-SUSY-2018-41 	 00:27:35
 ew_l6_43fud.slha 	 320.776656 	 325.417667 	 323.199652 	 1557.37448 	 1905.19309 	 1905.35034 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 00:00:03
 ew_utxlqrg8.slha 	 327.89913 	 332.632801 	 330.438085 	 1343.18077 	 2001.06639 	 2001.2289 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 00:00:03
 ew_4cfugngq.slha 	 428.376719 	 446.080202 	 431.705218 	 685.239115 	 1932.30887 	 685.659316 	 6.117E-02 	 7.747E-02 	 ['ATLAS-SUSY-2019-08', 'CMS-SUS-21-002'] 	 0.06246 	 CMS-SUS-21-002 	 0.07089 	 CMS-SUS-21-002 	 01:00:26
 ew_w6th5t7a.slha 	 436.171474 	 442.757768 	 439.125096 	 1361.44303 	 1467.05726 	 1361.69795 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 00:00:04
 ew_g4_qlqrr.slha 	 246.818337 	 814.146624 	 813.316862 	 815.38077 	 2920.75298 	 2920.91777 	 8.427E-01 	 8.566E-01 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'CMS-SUS-21-002'] 	 0.87395 	 ATLAS-SUSY-2018-41 	 0.60084 	 ATLAS-SUSY-2018-41 	 00:34:52
 ew_dj9unvjl.slha 	 132.50826 	 718.559116 	 718.724019 	 1513.42081 	 1516.59374 	 1517.46044 	 2.372E+00 	 2.744E+00 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'ATLAS-SUSY-2019-09', 'CMS-SUS-21-002'] 	 2.65100 	 ATLAS-SUSY-2018-41 	 1.81616 	 CMS-SUS-21-002 	 01:16:56
 ew_07tzvhxc.slha 	 18.2927846 	 300.836937 	 301.000474 	 1232.98213 	 1234.64032 	 1236.13006 	 3.261E+00 	 3.542E+00 	 ['ATLAS-SUSY-2013-12', 'ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2018-32', 'ATLAS-SUSY-2019-08', 'ATLAS-SUSY-2019-09', 'CMS-SUS-21-002'] 	 1.85048 	 CMS-SUS-21-002 	 1.68842 	 CMS-SUS-21-002 	 00:47:26
 ew_ttgz7x8h.slha 	 206.562274 	 792.29355 	 792.45829 	 2081.20856 	 2082.87245 	 2083.69767 	 1.766E+00 	 2.059E+00 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'ATLAS-SUSY-2019-09', 'CMS-SUS-21-002'] 	 1.99736 	 ATLAS-SUSY-2018-41 	 1.38448 	 CMS-SUS-21-002 	 01:15:25
 ew_k92wsvkd.slha 	 250.811059 	 1082.26068 	 1082.20376 	 1085.20715 	 2298.03492 	 2298.20051 	 3.149E-01 	 4.097E-01 	 ['ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'CMS-SUS-21-002'] 	 0.36999 	 ATLAS-SUSY-2018-41 	 0.29651 	 CMS-SUS-21-002 	 00:56:50
 ew_hpy_l1i4.slha 	 286.490308 	 290.429889 	 288.491176 	 2060.33094 	 2244.93506 	 2060.51536 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 00:00:03
 ew_nktqwpnw.slha 	 136.222419 	 142.035208 	 139.092652 	 1387.87697 	 1413.77294 	 1405.9014 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 00:00:04
 ew_rppshtw5.slha 	 70.0856493 	 518.439495 	 518.021583 	 523.344094 	 1315.08959 	 1315.25893 	 1.765E+00 	 1.625E+00 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2018-32', 'ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'ATLAS-SUSY-2019-09', 'CMS-SUS-21-002'] 	 1.10273 	 ATLAS-SUSY-2018-41 	 0.95455 	 CMS-SUS-21-002 	 00:28:06
 ew_cmc2aiab.slha 	 373.827131 	 1025.48332 	 1025.64787 	 2582.30691 	 2583.70496 	 2584.41092 	 6.423E-01 	 8.416E-01 	 ['ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'CMS-SUS-21-002'] 	 0.74285 	 ATLAS-SUSY-2018-41 	 0.62395 	 CMS-SUS-21-002 	 00:39:27
 ew__o_2rk__.slha 	 194.539235 	 816.75039 	 816.482952 	 819.816634 	 1978.73773 	 1978.90383 	 9.342E-01 	 9.796E-01 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'CMS-SUS-21-002'] 	 1.00374 	 ATLAS-SUSY-2018-41 	 0.69383 	 ATLAS-SUSY-2018-41 	 00:39:58
 ew_p5xlof_0.slha 	 156.837907 	 168.961045 	 161.023586 	 615.647583 	 2259.62574 	 615.941977 	 1.152E+00 	 1.136E+00 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'ATLAS-SUSY-2019-09', 'CMS-SUS-21-002'] 	 1.03307 	 ATLAS-SUSY-2018-41 	 0.70326 	 ATLAS-SUSY-2018-41 	 00:32:20
 ew_8vxtg6kv.slha 	 242.791839 	 257.171281 	 247.219433 	 599.257526 	 1454.95155 	 599.62882 	 6.377E-01 	 7.266E-01 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'ATLAS-SUSY-2019-09', 'CMS-SUS-21-002'] 	 0.49979 	 ATLAS-SUSY-2018-41 	 0.42979 	 CMS-SUS-21-002 	 00:43:46
 ew_byh6q1z0.slha 	 83.722807 	 957.966382 	 958.022224 	 963.498749 	 1661.39891 	 1661.5665 	 5.903E-01 	 7.295E-01 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'CMS-SUS-21-002'] 	 0.68923 	 ATLAS-SUSY-2018-41 	 0.49134 	 CMS-SUS-21-002 	 00:55:26
 ew_tewprku6.slha 	 438.648784 	 442.123903 	 440.55862 	 2170.64628 	 2496.47306 	 2496.63266 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 00:00:03
 ew_rsp679sb.slha 	 108.297483 	 264.721883 	 262.586801 	 277.064896 	 535.374083 	 535.597603 	 7.357E-01 	 5.510E-01 	 ['ATLAS-SUSY-2013-12', 'ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2018-32', 'ATLAS-SUSY-2019-08', 'ATLAS-SUSY-2019-09', 'CMS-SUS-21-002'] 	 0.38732 	 ATLAS-SUSY-2019-09 	 0.33974 	 ATLAS-SUSY-2018-32 	 00:22:50
 ew_oe8hy80v.slha 	 354.265006 	 1049.19724 	 1049.21308 	 1076.73158 	 1200.98394 	 1201.10578 	 3.512E-01 	 4.425E-01 	 ['ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'CMS-SUS-21-002'] 	 0.42800 	 ATLAS-SUSY-2018-41 	 0.30721 	 CMS-SUS-21-002 	 00:48:35
 ew_jzp6w367.slha 	 371.043271 	 374.096119 	 372.754162 	 2499.96676 	 2754.43115 	 2754.58995 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 00:00:05
 ew_b3f6a3hu.slha 	 190.914392 	 196.227283 	 194.175014 	 750.521136 	 2593.61972 	 2593.785 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 00:00:03
 ew_4respdrk.slha 	 456.750886 	 459.742003 	 458.404218 	 2729.88861 	 2932.41474 	 2730.06358 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 00:00:02
 ew_hikhf83n.slha 	 299.795784 	 303.482364 	 301.883878 	 1511.14953 	 2677.73602 	 2677.90053 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 00:00:02
 ew_9d3b8tpv.slha 	 494.328024 	 499.279746 	 496.5204 	 1660.22721 	 2496.5352 	 1660.40459 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 00:00:02
 ew_cizxcyp_.slha 	 415.30859 	 423.445842 	 419.505209 	 877.130336 	 1327.0976 	 1327.25352 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 00:00:03
 ew_oiu5ixys.slha 	 258.191969 	 262.234747 	 260.360765 	 1853.19313 	 2083.30001 	 2083.45403 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 00:00:03
 ew_grw09m9m.slha 	 459.942497 	 786.456849 	 786.61896 	 2549.2524 	 2551.41716 	 2551.74933 	 4.045E-01 	 4.994E-01 	 ['ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'CMS-SUS-21-002'] 	 0.41732 	 ATLAS-SUSY-2018-41 	 0.34562 	 CMS-SUS-21-002 	 00:38:08
 ew_ega6nja8.slha 	 55.4699534 	 925.027156 	 924.884985 	 926.972368 	 3080.37219 	 3080.53713 	 6.667E-01 	 8.051E-01 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'CMS-SUS-21-002'] 	 0.76998 	 ATLAS-SUSY-2018-41 	 0.53729 	 ATLAS-SUSY-2018-41 	 00:49:39
 ew_fbham9zk.slha 	 314.887888 	 341.336841 	 320.50802 	 507.768007 	 704.872248 	 509.166407 	 1.200E-02 	 1.360E-02 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2019-08', 'ATLAS-SUSY-2019-09', 'CMS-SUS-21-002'] 	 0.01091 	 CMS-SUS-21-002 	 0.01038 	 ATLAS-SUSY-2019-08 	 01:15:55
 ew_ceh9qeyg.slha 	 433.224899 	 438.007947 	 435.029565 	 1723.15276 	 2991.54688 	 1723.3266 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 00:00:03
 ew_5iy2_j3x.slha 	 154.177561 	 168.578648 	 159.083235 	 540.224291 	 1472.92914 	 540.608442 	 1.102E+00 	 1.148E+00 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2018-32', 'ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'ATLAS-SUSY-2019-09', 'CMS-SUS-21-002'] 	 0.75355 	 ATLAS-SUSY-2018-41 	 0.68216 	 CMS-SUS-21-002 	 00:39:34
 ew_sal3yizw.slha 	 403.602202 	 406.955957 	 405.411831 	 2432.61293 	 2624.84016 	 2432.79127 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 00:00:04
 ew_n7wb84eo.slha 	 362.10309 	 373.55904 	 366.540449 	 885.69974 	 908.934585 	 904.872878 	 1.609E-01 	 1.857E-01 	 ['ATLAS-SUSY-2018-41', 'CMS-SUS-21-002'] 	 0.13137 	 ATLAS-SUSY-2018-41 	 0.15578 	 CMS-SUS-21-002 	 00:10:51
