X: nr=473; t='T2bbffff'; mgl=1000000.0; mstop=458.6; mlsp=434.8; id0='SR1McY'; r0=0.30; n0=14; id1='SR1LcY'; r1=0.29; n1=12; id2='SR1VLaY'; r2=0.28; n2=35; id3='SR1LaY'; r3=0.24; n3=40; id4='SR1LbY'; r4=0.18; n4=6; id5='SR1LcX'; r5=0.17; n5=9; id6='SR1HcY'; r6=0.17; n6=15; id7='SR1VLaX'; r7=0.16; n7=1; id8='SR1LaX'; r8=0.13; n8=2; id9='SR2McY'; r9=0.12; n9=38.
X: nr=474; t='T2bbffff'; mgl=1000000.0; mstop=406.6; mlsp=373.6; id0='SR1McY'; r0=0.70; n0=14; id1='SR1LcY'; r1=0.62; n1=12; id2='SR1LcX'; r2=0.42; n2=9; id3='SR1HcY'; r3=0.41; n3=15; id4='SR1LaY'; r4=0.38; n4=40; id5='SR1LbY'; r5=0.32; n5=6; id6='SR1McX'; r6=0.30; n6=10; id7='SR1VLaY'; r7=0.28; n7=35; id8='SR1LaX'; r8=0.26; n8=2; id9='SR2McY'; r9=0.25; n9=38.
X: nr=475; t='T2bbffff'; mgl=1000000.0; mstop=616.8; mlsp=602.8; id0='SR1VLaY'; r0=0.09; n0=35; id1='SR1LaY'; r1=0.06; n1=40; id2='SR1LcY'; r2=0.06; n2=12; id3='SR1LbY'; r3=0.05; n3=6; id4='SR1VLaX'; r4=0.04; n4=1; id5='SR1VLbY'; r5=0.03; n5=5; id6='SR1McY'; r6=0.03; n6=14; id7='SR1LcX'; r7=0.02; n7=9; id8='SR1LaX'; r8=0.02; n8=2; id9='SR1VLbX'; r9=0.02; n9=43.
X: nr=476; t='T2bbffff'; mgl=1000000.0; mstop=659.0; mlsp=631.7; id0='SR1LcY'; r0=0.11; n0=12; id1='SR1McY'; r1=0.10; n1=14; id2='SR1VLaY'; r2=0.05; n2=35; id3='SR1LbY'; r3=0.05; n3=6; id4='SR1LaY'; r4=0.05; n4=40; id5='SR1HcY'; r5=0.05; n5=15; id6='SR1LcX'; r6=0.05; n6=9; id7='SR1VLbY'; r7=0.03; n7=5; id8='SR1McX'; r8=0.03; n8=10; id9='SR2McY'; r9=0.02; n9=38.
X: nr=477; t='T2bbffff'; mgl=1000000.0; mstop=385.8; mlsp=341.9; id0='SR1McY'; r0=0.86; n0=14; id1='SR1LcY'; r1=0.66; n1=12; id2='SR1HcY'; r2=0.57; n2=15; id3='SR1LcX'; r3=0.46; n3=9; id4='SR1McX'; r4=0.45; n4=10; id5='SR2McY'; r5=0.35; n5=38; id6='SR1HcX'; r6=0.34; n6=11; id7='SR1LaY'; r7=0.33; n7=40; id8='SR1LbY'; r8=0.28; n8=6; id9='SR2LcY'; r9=0.28; n9=37.
X: nr=478; t='T2bbffff'; mgl=1000000.0; mstop=499.8; mlsp=465.3; id0='SR1McY'; r0=0.45; n0=14; id1='SR1LcY'; r1=0.38; n1=12; id2='SR1LcX'; r2=0.19; n2=9; id3='SR1HcY'; r3=0.19; n3=15; id4='SR1McX'; r4=0.16; n4=10; id5='SR1LaY'; r5=0.16; n5=40; id6='SR1LbY'; r6=0.15; n6=6; id7='SR2LcY'; r7=0.12; n7=37; id8='SR1VLaY'; r8=0.12; n8=35; id9='SR2McY'; r9=0.11; n9=38.
X: nr=479; t='T2bbffff'; mgl=1000000.0; mstop=738.2; mlsp=669.4; id0='SR1HcY'; r0=0.08; n0=15; id1='SR1McY'; r1=0.08; n1=14; id2='SR1LcY'; r2=0.03; n2=12; id3='SR2McY'; r3=0.03; n3=38; id4='SR1HcX'; r4=0.03; n4=11; id5='SR1McX'; r5=0.02; n5=10; id6='SR2HcY'; r6=0.02; n6=39; id7='SR2LcY'; r7=0.01; n7=37; id8='SR1LcX'; r8=0.01; n8=9; id9='SR1LbY'; r9=0.01; n9=6.
X: nr=480; t='T2bbffff'; mgl=1000000.0; mstop=476.4; mlsp=407.5; id0='SR1HcY'; r0=0.45; n0=15; id1='SR1McY'; r1=0.45; n1=14; id2='SR1HcX'; r2=0.24; n2=11; id3='SR1LcY'; r3=0.20; n3=12; id4='SR2McY'; r4=0.20; n4=38; id5='SR1McX'; r5=0.19; n5=10; id6='SR2HcY'; r6=0.16; n6=39; id7='SR1LcX'; r7=0.11; n7=9; id8='SR2LcY'; r8=0.10; n8=37; id9='SR2HcX'; r9=0.10; n9=36.
X: nr=481; t='T2bbffff'; mgl=1000000.0; mstop=718.9; mlsp=675.7; id0='SR1McY'; r0=0.10; n0=14; id1='SR1LcY'; r1=0.07; n1=12; id2='SR1HcY'; r2=0.05; n2=15; id3='SR2McY'; r3=0.04; n3=38; id4='SR1LcX'; r4=0.03; n4=9; id5='SR1McX'; r5=0.03; n5=10; id6='SR1LaY'; r6=0.02; n6=40; id7='SR2LcY'; r7=0.02; n7=37; id8='SR1HcX'; r8=0.02; n8=11; id9='SR1VLaY'; r9=0.02; n9=35.
X: nr=482; t='T2bbffff'; mgl=1000000.0; mstop=574.6; mlsp=533.3; id0='SR1McY'; r0=0.29; n0=14; id1='SR1LcY'; r1=0.23; n1=12; id2='SR1HcY'; r2=0.18; n2=15; id3='SR1LcX'; r3=0.12; n3=9; id4='SR1McX'; r4=0.11; n4=10; id5='SR2McY'; r5=0.11; n5=38; id6='SR2LcY'; r6=0.08; n6=37; id7='SR1HcX'; r7=0.07; n7=11; id8='SR1LbY'; r8=0.06; n8=6; id9='SR1LaY'; r9=0.06; n9=40.
X: nr=483; t='T2bbffff'; mgl=1000000.0; mstop=746.4; mlsp=706.1; id0='SR1McY'; r0=0.09; n0=14; id1='SR1LcY'; r1=0.06; n1=12; id2='SR1HcY'; r2=0.05; n2=15; id3='SR1McX'; r3=0.03; n3=10; id4='SR1LcX'; r4=0.03; n4=9; id5='SR2McY'; r5=0.02; n5=38; id6='SR1LaY'; r6=0.02; n6=40; id7='SR2LcY'; r7=0.02; n7=37; id8='SR1LbY'; r8=0.02; n8=6; id9='SR1VLaY'; r9=0.02; n9=35.
X: nr=484; t='T2bbffff'; mgl=1000000.0; mstop=429.1; mlsp=366.1; id0='SR1McY'; r0=0.66; n0=14; id1='SR1HcY'; r1=0.54; n1=15; id2='SR1HcX'; r2=0.37; n2=11; id3='SR1McX'; r3=0.33; n3=10; id4='SR1LcY'; r4=0.31; n4=12; id5='SR2McY'; r5=0.30; n5=38; id6='SR2HcY'; r6=0.22; n6=39; id7='SR1LcX'; r7=0.21; n7=9; id8='SR2LcY'; r8=0.16; n8=37; id9='SR2HcX'; r9=0.15; n9=36.
X: nr=485; t='T2bbffff'; mgl=1000000.0; mstop=296.7; mlsp=277.0; id0='SR1LaY'; r0=1.72; n0=40; id1='SR1VLaY'; r1=1.38; n1=35; id2='SR1LaX'; r2=1.03; n2=2; id3='SR1LbY'; r3=1.02; n3=6; id4='SR1VLaX'; r4=1.01; n4=1; id5='SR1LcY'; r5=0.87; n5=12; id6='SR1McY'; r6=0.77; n6=14; id7='SR2LaY'; r7=0.72; n7=21; id8='SR1LcX'; r8=0.65; n8=9; id9='SR1MaY'; r9=0.63; n9=41.
X: nr=486; t='T2bbffff'; mgl=1000000.0; mstop=799.9; mlsp=725.9; id0='SR1HcY'; r0=0.05; n0=15; id1='SR1McY'; r1=0.04; n1=14; id2='SR1HcX'; r2=0.02; n2=11; id3='SR1LcY'; r3=0.02; n3=12; id4='SR2HcY'; r4=0.02; n4=39; id5='SR2McY'; r5=0.01; n5=38; id6='SR1McX'; r6=0.01; n6=10; id7='SR2LcY'; r7=0.01; n7=37; id8='SR1LcX'; r8=0.01; n8=9; id9='SR2HcX'; r9=0.01; n9=36.
X: nr=487; t='T2bbffff'; mgl=1000000.0; mstop=534.4; mlsp=497.9; id0='SR1McY'; r0=0.31; n0=14; id1='SR1LcY'; r1=0.27; n1=12; id2='SR1HcY'; r2=0.18; n2=15; id3='SR1LcX'; r3=0.15; n3=9; id4='SR1McX'; r4=0.12; n4=10; id5='SR1LaY'; r5=0.11; n5=40; id6='SR2McY'; r6=0.10; n6=38; id7='SR1VLaY'; r7=0.10; n7=35; id8='SR1LbY'; r8=0.10; n8=6; id9='SR2LcY'; r9=0.09; n9=37.
X: nr=488; t='T2bbffff'; mgl=1000000.0; mstop=385.0; mlsp=348.3; id0='SR1McY'; r0=0.85; n0=14; id1='SR1LcY'; r1=0.72; n1=12; id2='SR1HcY'; r2=0.56; n2=15; id3='SR1LcX'; r3=0.49; n3=9; id4='SR1LaY'; r4=0.42; n4=40; id5='SR1McX'; r5=0.41; n5=10; id6='SR1LbY'; r6=0.34; n6=6; id7='SR2McY'; r7=0.32; n7=38; id8='SR1VLaY'; r8=0.30; n8=35; id9='SR1HcX'; r9=0.29; n9=11.
X: nr=489; t='T2bbffff'; mgl=1000000.0; mstop=360.0; mlsp=288.2; id0='SR1McY'; r0=0.82; n0=14; id1='SR1HcY'; r1=0.78; n1=15; id2='SR1HcX'; r2=0.67; n2=11; id3='SR1McX'; r3=0.55; n3=10; id4='SR2McY'; r4=0.38; n4=38; id5='SR1LcY'; r5=0.37; n5=12; id6='SR2HcY'; r6=0.35; n6=39; id7='SR1LcX'; r7=0.33; n7=9; id8='SR2HcX'; r8=0.27; n8=36; id9='SR2McX'; r9=0.25; n9=34.
X: nr=490; t='T2bbffff'; mgl=1000000.0; mstop=715.7; mlsp=640.0; id0='SR1HcY'; r0=0.07; n0=15; id1='SR1McY'; r1=0.07; n1=14; id2='SR1HcX'; r2=0.03; n2=11; id3='SR1LcY'; r3=0.03; n3=12; id4='SR2HcY'; r4=0.03; n4=39; id5='SR1McX'; r5=0.02; n5=10; id6='SR2McY'; r6=0.02; n6=38; id7='SR2LcY'; r7=0.02; n7=37; id8='SR1LcX'; r8=0.01; n8=9; id9='SR2HcX'; r9=0.01; n9=36.
X: nr=491; t='T2bbffff'; mgl=1000000.0; mstop=344.5; mlsp=318.9; id0='SR1McY'; r0=0.89; n0=14; id1='SR1LcY'; r1=0.81; n1=12; id2='SR1LaY'; r2=0.75; n2=40; id3='SR1VLaY'; r3=0.66; n3=35; id4='SR1LcX'; r4=0.58; n4=9; id5='SR1LbY'; r5=0.54; n5=6; id6='SR1HcY'; r6=0.52; n6=15; id7='SR1VLaX'; r7=0.45; n7=1; id8='SR1LaX'; r8=0.42; n8=2; id9='SR1MaY'; r9=0.39; n9=41.
X: nr=492; t='T2bbffff'; mgl=1000000.0; mstop=553.7; mlsp=473.9; id0='SR1HcY'; r0=0.25; n0=15; id1='SR1McY'; r1=0.20; n1=14; id2='SR1HcX'; r2=0.13; n2=11; id3='SR2HcY'; r3=0.08; n3=39; id4='SR1McX'; r4=0.08; n4=10; id5='SR1LcY'; r5=0.07; n5=12; id6='SR2McY'; r6=0.07; n6=38; id7='SR2HcX'; r7=0.05; n7=36; id8='SR1LcX'; r8=0.04; n8=9; id9='SR2McX'; r9=0.04; n9=34.
X: nr=493; t='T2bbffff'; mgl=1000000.0; mstop=428.2; mlsp=410.0; id0='SR1VLaY'; r0=0.42; n0=35; id1='SR1LaY'; r1=0.35; n1=40; id2='SR1LcY'; r2=0.34; n2=12; id3='SR1VLaX'; r3=0.24; n3=1; id4='SR1McY'; r4=0.24; n4=14; id5='SR1LbY'; r5=0.23; n5=6; id6='SR1LaX'; r6=0.17; n6=2; id7='SR1LcX'; r7=0.17; n7=9; id8='SR1VLbY'; r8=0.13; n8=5; id9='SR1MaY'; r9=0.11; n9=41.
X: nr=494; t='T2bbffff'; mgl=1000000.0; mstop=495.6; mlsp=473.8; id0='SR1LcY'; r0=0.27; n0=12; id1='SR1LaY'; r1=0.24; n1=40; id2='SR1McY'; r2=0.24; n2=14; id3='SR1VLaY'; r3=0.21; n3=35; id4='SR1LbY'; r4=0.17; n4=6; id5='SR1LcX'; r5=0.15; n5=9; id6='SR1VLaX'; r6=0.10; n6=1; id7='SR1LaX'; r7=0.09; n7=2; id8='SR1VLbY'; r8=0.09; n8=5; id9='SR1McX'; r9=0.08; n9=10.
X: nr=495; t='T2bbffff'; mgl=1000000.0; mstop=709.2; mlsp=669.8; id0='SR1McY'; r0=0.10; n0=14; id1='SR1LcY'; r1=0.09; n1=12; id2='SR1HcY'; r2=0.05; n2=15; id3='SR1LcX'; r3=0.03; n3=9; id4='SR1McX'; r4=0.03; n4=10; id5='SR1LbY'; r5=0.03; n5=6; id6='SR1LaY'; r6=0.03; n6=40; id7='SR2McY'; r7=0.02; n7=38; id8='SR1VLaY'; r8=0.02; n8=35; id9='SR2LcY'; r9=0.02; n9=37.
X: nr=496; t='T2bbffff'; mgl=1000000.0; mstop=593.4; mlsp=525.9; id0='SR1McY'; r0=0.20; n0=14; id1='SR1HcY'; r1=0.19; n1=15; id2='SR1LcY'; r2=0.09; n2=12; id3='SR1HcX'; r3=0.09; n3=11; id4='SR1McX'; r4=0.08; n4=10; id5='SR2McY'; r5=0.08; n5=38; id6='SR2HcY'; r6=0.07; n6=39; id7='SR1LcX'; r7=0.05; n7=9; id8='SR2LcY'; r8=0.04; n8=37; id9='SR2McX'; r9=0.03; n9=34.
X: nr=497; t='T2bbffff'; mgl=1000000.0; mstop=685.5; mlsp=654.6; id0='SR1LcY'; r0=0.09; n0=12; id1='SR1McY'; r1=0.09; n1=14; id2='SR1HcY'; r2=0.04; n2=15; id3='SR1LaY'; r3=0.04; n3=40; id4='SR1LcX'; r4=0.04; n4=9; id5='SR1LbY'; r5=0.04; n5=6; id6='SR1VLaY'; r6=0.03; n6=35; id7='SR2McY'; r7=0.02; n7=38; id8='SR1McX'; r8=0.02; n8=10; id9='SR2LcY'; r9=0.02; n9=37.
X: nr=498; t='T2bbffff'; mgl=1000000.0; mstop=510.7; mlsp=476.2; id0='SR1McY'; r0=0.30; n0=14; id1='SR1LcY'; r1=0.27; n1=12; id2='SR1HcY'; r2=0.18; n2=15; id3='SR1LaY'; r3=0.17; n3=40; id4='SR1LcX'; r4=0.14; n4=9; id5='SR1McX'; r5=0.13; n5=10; id6='SR1LbY'; r6=0.13; n6=6; id7='SR1VLaY'; r7=0.12; n7=35; id8='SR2McY'; r8=0.11; n8=38; id9='SR2LcY'; r9=0.09; n9=37.
X: nr=499; t='T2bbffff'; mgl=1000000.0; mstop=727.4; mlsp=662.6; id0='SR1McY'; r0=0.09; n0=14; id1='SR1HcY'; r1=0.09; n1=15; id2='SR2McY'; r2=0.04; n2=38; id3='SR1LcY'; r3=0.03; n3=12; id4='SR1HcX'; r4=0.03; n4=11; id5='SR1McX'; r5=0.02; n5=10; id6='SR2HcY'; r6=0.02; n6=39; id7='SR1LcX'; r7=0.02; n7=9; id8='SR2McX'; r8=0.01; n8=34; id9='SR2LcY'; r9=0.01; n9=37.
X: nr=500; t='T2bbffff'; mgl=1000000.0; mstop=422.8; mlsp=344.4; id0='SR1HcY'; r0=0.53; n0=15; id1='SR1McY'; r1=0.50; n1=14; id2='SR1HcX'; r2=0.40; n2=11; id3='SR1McX'; r3=0.28; n3=10; id4='SR2McY'; r4=0.21; n4=38; id5='SR2HcY'; r5=0.20; n5=39; id6='SR2HcX'; r6=0.17; n6=36; id7='SR1LcX'; r7=0.16; n7=9; id8='SR1LcY'; r8=0.15; n8=12; id9='SR2McX'; r9=0.13; n9=34.
X: nr=501; t='T2bbffff'; mgl=1000000.0; mstop=543.1; mlsp=465.8; id0='SR1HcY'; r0=0.28; n0=15; id1='SR1McY'; r1=0.25; n1=14; id2='SR1HcX'; r2=0.14; n2=11; id3='SR2HcY'; r3=0.09; n3=39; id4='SR2McY'; r4=0.09; n4=38; id5='SR1McX'; r5=0.09; n5=10; id6='SR1LcY'; r6=0.08; n6=12; id7='SR2HcX'; r7=0.06; n7=36; id8='SR1LcX'; r8=0.05; n8=9; id9='SR2McX'; r9=0.04; n9=34.
X: nr=502; t='T2bbffff'; mgl=1000000.0; mstop=412.8; mlsp=389.9; id0='SR1VLaY'; r0=0.47; n0=35; id1='SR1LcY'; r1=0.41; n1=12; id2='SR1McY'; r2=0.40; n2=14; id3='SR1LaY'; r3=0.32; n3=40; id4='SR1LcX'; r4=0.28; n4=9; id5='SR1HcY'; r5=0.24; n5=15; id6='SR1VLaX'; r6=0.23; n6=1; id7='SR1LbY'; r7=0.22; n7=6; id8='SR1McX'; r8=0.19; n8=10; id9='SR1LaX'; r9=0.17; n9=2.
X: nr=503; t='T2bbffff'; mgl=1000000.0; mstop=650.4; mlsp=625.1; id0='SR1LcY'; r0=0.16; n0=12; id1='SR1McY'; r1=0.09; n1=14; id2='SR1VLaY'; r2=0.06; n2=35; id3='SR1LaY'; r3=0.06; n3=40; id4='SR1LbY'; r4=0.06; n4=6; id5='SR1LcX'; r5=0.06; n5=9; id6='SR1HcY'; r6=0.04; n6=15; id7='SR1VLbY'; r7=0.04; n7=5; id8='SR2LcY'; r8=0.03; n8=37; id9='SR1LaX'; r9=0.03; n9=2.
X: nr=504; t='T2bbffff'; mgl=1000000.0; mstop=608.9; mlsp=542.7; id0='SR1McY'; r0=0.20; n0=14; id1='SR1HcY'; r1=0.16; n1=15; id2='SR1LcY'; r2=0.09; n2=12; id3='SR1HcX'; r3=0.08; n3=11; id4='SR2McY'; r4=0.06; n4=38; id5='SR1McX'; r5=0.05; n5=10; id6='SR2HcY'; r6=0.05; n6=39; id7='SR2LcY'; r7=0.04; n7=37; id8='SR1LcX'; r8=0.04; n8=9; id9='SR2HcX'; r9=0.03; n9=36.
X: nr=505; t='T2bbffff'; mgl=1000000.0; mstop=478.1; mlsp=466.9; id0='SR1VLaY'; r0=0.40; n0=35; id1='SR1LaY'; r1=0.20; n1=40; id2='SR1VLaX'; r2=0.15; n2=1; id3='SR1LbY'; r3=0.09; n3=6; id4='SR1LcY'; r4=0.08; n4=12; id5='SR1VLbY'; r5=0.08; n5=5; id6='SR1LaX'; r6=0.05; n6=2; id7='SR1LcX'; r7=0.05; n7=9; id8='SR2VLaY'; r8=0.04; n8=20; id9='SR2LaY'; r9=0.04; n9=21.
X: nr=506; t='T2bbffff'; mgl=1000000.0; mstop=462.5; mlsp=434.7; id0='SR1McY'; r0=0.37; n0=14; id1='SR1LcY'; r1=0.32; n1=12; id2='SR1VLaY'; r2=0.23; n2=35; id3='SR1LaY'; r3=0.22; n3=40; id4='SR1HcY'; r4=0.21; n4=15; id5='SR1LcX'; r5=0.20; n5=9; id6='SR1LbY'; r6=0.17; n6=6; id7='SR1McX'; r7=0.15; n7=10; id8='SR2McY'; r8=0.15; n8=38; id9='SR1VLaX'; r9=0.13; n9=1.
X: nr=507; t='T2bbffff'; mgl=1000000.0; mstop=596.4; mlsp=532.9; id0='SR1McY'; r0=0.21; n0=14; id1='SR1HcY'; r1=0.18; n1=15; id2='SR1LcY'; r2=0.12; n2=12; id3='SR1HcX'; r3=0.09; n3=11; id4='SR2McY'; r4=0.09; n4=38; id5='SR1McX'; r5=0.08; n5=10; id6='SR1LcX'; r6=0.06; n6=9; id7='SR2HcY'; r7=0.06; n7=39; id8='SR2LcY'; r8=0.04; n8=37; id9='SR2McX'; r9=0.03; n9=34.
X: nr=508; t='T2bbffff'; mgl=1000000.0; mstop=376.2; mlsp=326.0; id0='SR1McY'; r0=1.01; n0=14; id1='SR1HcY'; r1=0.75; n1=15; id2='SR1LcY'; r2=0.64; n2=12; id3='SR1McX'; r3=0.57; n3=10; id4='SR1LcX'; r4=0.48; n4=9; id5='SR2McY'; r5=0.47; n5=38; id6='SR1HcX'; r6=0.45; n6=11; id7='SR2LcY'; r7=0.32; n7=37; id8='SR2HcY'; r8=0.31; n8=39; id9='SR2McX'; r9=0.26; n9=34.
X: nr=509; t='T2bbffff'; mgl=1000000.0; mstop=615.8; mlsp=570.2; id0='SR1McY'; r0=0.20; n0=14; id1='SR1LcY'; r1=0.14; n1=12; id2='SR1HcY'; r2=0.13; n2=15; id3='SR1McX'; r3=0.07; n3=10; id4='SR2McY'; r4=0.07; n4=38; id5='SR1LcX'; r5=0.06; n5=9; id6='SR1HcX'; r6=0.05; n6=11; id7='SR2LcY'; r7=0.05; n7=37; id8='SR1LaY'; r8=0.05; n8=40; id9='SR1LbY'; r9=0.05; n9=6.
X: nr=510; t='T2bbffff'; mgl=1000000.0; mstop=368.2; mlsp=336.8; id0='SR1McY'; r0=0.83; n0=14; id1='SR1LcY'; r1=0.70; n1=12; id2='SR1VLaY'; r2=0.55; n2=35; id3='SR1HcY'; r3=0.54; n3=15; id4='SR1LcX'; r4=0.49; n4=9; id5='SR1LaY'; r5=0.46; n5=40; id6='SR1McX'; r6=0.42; n6=10; id7='SR2McY'; r7=0.35; n7=38; id8='SR1LbY'; r8=0.33; n8=6; id9='SR1HcX'; r9=0.28; n9=11.
X: nr=511; t='T2bbffff'; mgl=1000000.0; mstop=780.2; mlsp=743.3; id0='SR1McY'; r0=0.06; n0=14; id1='SR1LcY'; r1=0.06; n1=12; id2='SR1HcY'; r2=0.03; n2=15; id3='SR1LcX'; r3=0.02; n3=9; id4='SR1LbY'; r4=0.02; n4=6; id5='SR1LaY'; r5=0.02; n5=40; id6='SR1McX'; r6=0.02; n6=10; id7='SR2McY'; r7=0.02; n7=38; id8='SR1VLaY'; r8=0.02; n8=35; id9='SR2LcY'; r9=0.01; n9=37.
X: nr=512; t='T2bbffff'; mgl=1000000.0; mstop=641.1; mlsp=622.5; id0='SR1LcY'; r0=0.11; n0=12; id1='SR1VLaY'; r1=0.07; n1=35; id2='SR1McY'; r2=0.06; n2=14; id3='SR1LaY'; r3=0.05; n3=40; id4='SR1LbY'; r4=0.04; n4=6; id5='SR1VLbY'; r5=0.04; n5=5; id6='SR1LcX'; r6=0.04; n6=9; id7='SR1VLaX'; r7=0.03; n7=1; id8='SR1LaX'; r8=0.02; n8=2; id9='SR1MbY'; r9=0.02; n9=7.
X: nr=513; t='T2bbffff'; mgl=1000000.0; mstop=641.8; mlsp=601.1; id0='SR1McY'; r0=0.13; n0=14; id1='SR1LcY'; r1=0.11; n1=12; id2='SR1HcY'; r2=0.09; n2=15; id3='SR1McX'; r3=0.05; n3=10; id4='SR1LbY'; r4=0.05; n4=6; id5='SR1VLaY'; r5=0.04; n5=35; id6='SR1LcX'; r6=0.04; n6=9; id7='SR2McY'; r7=0.04; n7=38; id8='SR1LaY'; r8=0.04; n8=40; id9='SR2HcY'; r9=0.04; n9=39.
X: nr=514; t='T2bbffff'; mgl=1000000.0; mstop=476.4; mlsp=412.0; id0='SR1McY'; r0=0.48; n0=14; id1='SR1HcY'; r1=0.44; n1=15; id2='SR1LcY'; r2=0.24; n2=12; id3='SR1HcX'; r3=0.23; n3=11; id4='SR1McX'; r4=0.21; n4=10; id5='SR2McY'; r5=0.20; n5=38; id6='SR2HcY'; r6=0.17; n6=39; id7='SR1LcX'; r7=0.13; n7=9; id8='SR2LcY'; r8=0.12; n8=37; id9='SR2McX'; r9=0.10; n9=34.
X: nr=515; t='T2bbffff'; mgl=1000000.0; mstop=488.9; mlsp=423.2; id0='SR1McY'; r0=0.39; n0=14; id1='SR1HcY'; r1=0.36; n1=15; id2='SR1HcX'; r2=0.22; n2=11; id3='SR1LcY'; r3=0.21; n3=12; id4='SR1McX'; r4=0.17; n4=10; id5='SR2HcY'; r5=0.16; n5=39; id6='SR2McY'; r6=0.15; n6=38; id7='SR1LcX'; r7=0.13; n7=9; id8='SR2LcY'; r8=0.09; n8=37; id9='SR2HcX'; r9=0.08; n9=36.
X: nr=516; t='T2bbffff'; mgl=1000000.0; mstop=752.7; mlsp=686.2; id0='SR1HcY'; r0=0.07; n0=15; id1='SR1McY'; r1=0.06; n1=14; id2='SR1LcY'; r2=0.03; n2=12; id3='SR1HcX'; r3=0.03; n3=11; id4='SR1McX'; r4=0.02; n4=10; id5='SR2McY'; r5=0.02; n5=38; id6='SR2HcY'; r6=0.02; n6=39; id7='SR2LcY'; r7=0.02; n7=37; id8='SR1LcX'; r8=0.02; n8=9; id9='SR2HcX'; r9=0.01; n9=36.
X: nr=517; t='T2bbffff'; mgl=1000000.0; mstop=513.2; mlsp=481.0; id0='SR1McY'; r0=0.32; n0=14; id1='SR1LcY'; r1=0.27; n1=12; id2='SR1LaY'; r2=0.17; n2=40; id3='SR1HcY'; r3=0.16; n3=15; id4='SR1LcX'; r4=0.16; n4=9; id5='SR1LbY'; r5=0.13; n5=6; id6='SR1VLaY'; r6=0.13; n6=35; id7='SR1McX'; r7=0.12; n7=10; id8='SR2McY'; r8=0.11; n8=38; id9='SR2LcY'; r9=0.08; n9=37.
X: nr=518; t='T2bbffff'; mgl=1000000.0; mstop=467.3; mlsp=410.9; id0='SR1McY'; r0=0.54; n0=14; id1='SR1HcY'; r1=0.44; n1=15; id2='SR1LcY'; r2=0.30; n2=12; id3='SR1McX'; r3=0.23; n3=10; id4='SR1HcX'; r4=0.23; n4=11; id5='SR2McY'; r5=0.22; n5=38; id6='SR1LcX'; r6=0.19; n6=9; id7='SR2HcY'; r7=0.17; n7=39; id8='SR2LcY'; r8=0.13; n8=37; id9='SR2McX'; r9=0.11; n9=34.
X: nr=519; t='T2bbffff'; mgl=1000000.0; mstop=337.1; mlsp=317.1; id0='SR1VLaY'; r0=0.98; n0=35; id1='SR1LaY'; r1=0.82; n1=40; id2='SR1McY'; r2=0.63; n2=14; id3='SR1LcY'; r3=0.62; n3=12; id4='SR1VLaX'; r4=0.60; n4=1; id5='SR1LbY'; r5=0.46; n5=6; id6='SR1LcX'; r6=0.43; n6=9; id7='SR1LaX'; r7=0.41; n7=2; id8='SR1HcY'; r8=0.37; n8=15; id9='SR2LaY'; r9=0.33; n9=21.
X: nr=520; t='T2bbffff'; mgl=1000000.0; mstop=692.5; mlsp=622.5; id0='SR1HcY'; r0=0.10; n0=15; id1='SR1McY'; r1=0.09; n1=14; id2='SR1LcY'; r2=0.05; n2=12; id3='SR2HcY'; r3=0.03; n3=39; id4='SR1HcX'; r4=0.03; n4=11; id5='SR2McY'; r5=0.03; n5=38; id6='SR1McX'; r6=0.03; n6=10; id7='SR2LcY'; r7=0.02; n7=37; id8='SR1LcX'; r8=0.01; n8=9; id9='SR2HcX'; r9=0.01; n9=36.
X: nr=521; t='T2bbffff'; mgl=1000000.0; mstop=287.3; mlsp=247.2; id0='SR1McY'; r0=1.54; n0=14; id1='SR1HcY'; r1=1.35; n1=15; id2='SR1LcY'; r2=1.20; n2=12; id3='SR1LcX'; r3=1.03; n3=9; id4='SR1McX'; r4=1.01; n4=10; id5='SR2McY'; r5=0.84; n5=38; id6='SR1HcX'; r6=0.73; n6=11; id7='SR1LaY'; r7=0.72; n7=40; id8='SR1LaX'; r8=0.69; n8=2; id9='SR1LbY'; r9=0.67; n9=6.
X: nr=522; t='T2bbffff'; mgl=1000000.0; mstop=610.8; mlsp=585.8; id0='SR1McY'; r0=0.13; n0=14; id1='SR1LcY'; r1=0.12; n1=12; id2='SR1VLaY'; r2=0.06; n2=35; id3='SR1LcX'; r3=0.05; n3=9; id4='SR1LbY'; r4=0.05; n4=6; id5='SR1LaY'; r5=0.05; n5=40; id6='SR1HcY'; r6=0.04; n6=15; id7='SR1VLbY'; r7=0.04; n7=5; id8='SR1McX'; r8=0.03; n8=10; id9='SR2LcY'; r9=0.03; n9=37.
X: nr=523; t='T2bbffff'; mgl=1000000.0; mstop=408.7; mlsp=335.1; id0='SR1McY'; r0=0.60; n0=14; id1='SR1HcY'; r1=0.58; n1=15; id2='SR1HcX'; r2=0.44; n2=11; id3='SR1McX'; r3=0.34; n3=10; id4='SR2McY'; r4=0.27; n4=38; id5='SR2HcY'; r5=0.26; n5=39; id6='SR1LcY'; r6=0.24; n6=12; id7='SR2HcX'; r7=0.20; n7=36; id8='SR1LcX'; r8=0.19; n8=9; id9='SR2McX'; r9=0.17; n9=34.
