X: nr=51; t='T2bbffff'; mgl=1000000.0; mstop=444.5; mlsp=383.1; id0='SR1McY'; r0=0.56; n0=14; id1='SR1HcY'; r1=0.48; n1=15; id2='SR1LcY'; r2=0.31; n2=12; id3='SR1HcX'; r3=0.29; n3=11; id4='SR1McX'; r4=0.29; n4=10; id5='SR2McY'; r5=0.26; n5=38; id6='SR1LcX'; r6=0.21; n6=9; id7='SR2HcY'; r7=0.19; n7=39; id8='SR2LcY'; r8=0.14; n8=37; id9='SR2HcX'; r9=0.13; n9=36.
X: nr=52; t='T2bbffff'; mgl=1000000.0; mstop=643.9; mlsp=611.0; id0='SR1McY'; r0=0.11; n0=14; id1='SR1LcY'; r1=0.11; n1=12; id2='SR1HcY'; r2=0.08; n2=15; id3='SR1LcX'; r3=0.06; n3=9; id4='SR1VLaY'; r4=0.04; n4=35; id5='SR1LaY'; r5=0.04; n5=40; id6='SR2LcY'; r6=0.04; n6=37; id7='SR2McY'; r7=0.04; n7=38; id8='SR1McX'; r8=0.04; n8=10; id9='SR1LbY'; r9=0.03; n9=6.
X: nr=53; t='T2bbffff'; mgl=1000000.0; mstop=723.9; mlsp=649.9; id0='SR1McY'; r0=0.07; n0=14; id1='SR1HcY'; r1=0.07; n1=15; id2='SR1HcX'; r2=0.03; n2=11; id3='SR1LcY'; r3=0.02; n3=12; id4='SR2HcY'; r4=0.02; n4=39; id5='SR1McX'; r5=0.02; n5=10; id6='SR2McY'; r6=0.02; n6=38; id7='SR1LcX'; r7=0.01; n7=9; id8='SR2LcY'; r8=0.01; n8=37; id9='SR2McX'; r9=0.01; n9=34.
X: nr=54; t='T2bbffff'; mgl=1000000.0; mstop=517.5; mlsp=456.5; id0='SR1McY'; r0=0.40; n0=14; id1='SR1HcY'; r1=0.31; n1=15; id2='SR1LcY'; r2=0.19; n2=12; id3='SR1HcX'; r3=0.14; n3=11; id4='SR1McX'; r4=0.14; n4=10; id5='SR2McY'; r5=0.14; n5=38; id6='SR2HcY'; r6=0.11; n6=39; id7='SR1LcX'; r7=0.10; n7=9; id8='SR2LcY'; r8=0.09; n8=37; id9='SR1LbY'; r9=0.08; n9=6.
X: nr=55; t='T2bbffff'; mgl=1000000.0; mstop=335.7; mlsp=275.5; id0='SR1McY'; r0=1.07; n0=14; id1='SR1HcY'; r1=0.89; n1=15; id2='SR1HcX'; r2=0.74; n2=11; id3='SR1McX'; r3=0.71; n3=10; id4='SR1LcY'; r4=0.68; n4=12; id5='SR1LcX'; r5=0.52; n5=9; id6='SR2McY'; r6=0.51; n6=38; id7='SR2HcY'; r7=0.42; n7=39; id8='SR2LcY'; r8=0.35; n8=37; id9='SR2McX'; r9=0.32; n9=34.
X: nr=56; t='T2bbffff'; mgl=1000000.0; mstop=434.8; mlsp=355.6; id0='SR1HcY'; r0=0.50; n0=15; id1='SR1McY'; r1=0.47; n1=14; id2='SR1HcX'; r2=0.34; n2=11; id3='SR1McX'; r3=0.24; n3=10; id4='SR2McY'; r4=0.19; n4=38; id5='SR2HcY'; r5=0.19; n5=39; id6='SR2HcX'; r6=0.15; n6=36; id7='SR1LcY'; r7=0.14; n7=12; id8='SR1LcX'; r8=0.13; n8=9; id9='SR2McX'; r9=0.10; n9=34.
X: nr=57; t='T2bbffff'; mgl=1000000.0; mstop=414.9; mlsp=364.6; id0='SR1McY'; r0=0.77; n0=14; id1='SR1HcY'; r1=0.54; n1=15; id2='SR1LcY'; r2=0.46; n2=12; id3='SR1McX'; r3=0.37; n3=10; id4='SR1HcX'; r4=0.36; n4=11; id5='SR2McY'; r5=0.33; n5=38; id6='SR1LcX'; r6=0.32; n6=9; id7='SR2HcY'; r7=0.22; n7=39; id8='SR2LcY'; r8=0.22; n8=37; id9='SR1LbY'; r9=0.18; n9=6.
X: nr=58; t='T2bbffff'; mgl=1000000.0; mstop=632.2; mlsp=600.0; id0='SR1LcY'; r0=0.13; n0=12; id1='SR1McY'; r1=0.12; n1=14; id2='SR1HcY'; r2=0.06; n2=15; id3='SR1LbY'; r3=0.06; n3=6; id4='SR1LcX'; r4=0.06; n4=9; id5='SR1LaY'; r5=0.06; n5=40; id6='SR1VLaY'; r6=0.06; n6=35; id7='SR1McX'; r7=0.04; n7=10; id8='SR2McY'; r8=0.04; n8=38; id9='SR2LcY'; r9=0.03; n9=37.
X: nr=59; t='T2bbffff'; mgl=1000000.0; mstop=311.6; mlsp=290.1; id0='SR1VLaY'; r0=1.40; n0=35; id1='SR1LaY'; r1=0.94; n1=40; id2='SR1VLaX'; r2=0.84; n2=1; id3='SR1McY'; r3=0.76; n3=14; id4='SR1LcY'; r4=0.76; n4=12; id5='SR1LaX'; r5=0.54; n5=2; id6='SR1LcX'; r6=0.54; n6=9; id7='SR1LbY'; r7=0.49; n7=6; id8='SR1HcY'; r8=0.49; n8=15; id9='SR2LaY'; r9=0.40; n9=21.
X: nr=60; t='T2bbffff'; mgl=1000000.0; mstop=459.5; mlsp=448.8; id0='SR1VLaY'; r0=0.46; n0=35; id1='SR1LaY'; r1=0.21; n1=40; id2='SR1VLaX'; r2=0.20; n2=1; id3='SR1VLbY'; r3=0.11; n3=5; id4='SR1LcY'; r4=0.10; n4=12; id5='SR1LbY'; r5=0.09; n5=6; id6='SR1LaX'; r6=0.07; n6=2; id7='SR2VLaY'; r7=0.06; n7=20; id8='SR1VLbX'; r8=0.04; n8=43; id9='SR1LcX'; r9=0.04; n9=9.
X: nr=61; t='T2bbffff'; mgl=1000000.0; mstop=456.1; mlsp=429.0; id0='SR1LcY'; r0=0.38; n0=12; id1='SR1McY'; r1=0.34; n1=14; id2='SR1LaY'; r2=0.31; n2=40; id3='SR1VLaY'; r3=0.25; n3=35; id4='SR1LbY'; r4=0.24; n4=6; id5='SR1LcX'; r5=0.22; n5=9; id6='SR1LaX'; r6=0.18; n6=2; id7='SR1HcY'; r7=0.17; n7=15; id8='SR1VLaX'; r8=0.15; n8=1; id9='SR2McY'; r9=0.13; n9=38.
X: nr=62; t='T2bbffff'; mgl=1000000.0; mstop=570.3; mlsp=522.2; id0='SR1McY'; r0=0.27; n0=14; id1='SR1HcY'; r1=0.20; n1=15; id2='SR1LcY'; r2=0.17; n2=12; id3='SR1McX'; r3=0.12; n3=10; id4='SR1LcX'; r4=0.09; n4=9; id5='SR1HcX'; r5=0.09; n5=11; id6='SR2McY'; r6=0.08; n6=38; id7='SR2LcY'; r7=0.08; n7=37; id8='SR1LaY'; r8=0.06; n8=40; id9='SR2HcY'; r9=0.06; n9=39.
X: nr=63; t='T2bbffff'; mgl=1000000.0; mstop=330.3; mlsp=312.1; id0='SR1VLaY'; r0=1.21; n0=35; id1='SR1LaY'; r1=0.89; n1=40; id2='SR1VLaX'; r2=0.71; n2=1; id3='SR1LcY'; r3=0.52; n3=12; id4='SR1McY'; r4=0.46; n4=14; id5='SR1LaX'; r5=0.45; n5=2; id6='SR1LbY'; r6=0.42; n6=6; id7='SR1LcX'; r7=0.36; n7=9; id8='SR2LaY'; r8=0.28; n8=21; id9='SR1VLbY'; r9=0.27; n9=5.
X: nr=64; t='T2bbffff'; mgl=1000000.0; mstop=362.9; mlsp=351.7; id0='SR1VLaY'; r0=1.20; n0=35; id1='SR1LaY'; r1=0.64; n1=40; id2='SR1VLaX'; r2=0.60; n2=1; id3='SR1LaX'; r3=0.27; n3=2; id4='SR1LbY'; r4=0.26; n4=6; id5='SR1LcY'; r5=0.22; n5=12; id6='SR1VLbY'; r6=0.20; n6=5; id7='SR2VLaY'; r7=0.16; n7=20; id8='SR2LaY'; r8=0.12; n8=21; id9='SR1LcX'; r9=0.11; n9=9.
X: nr=65; t='T2bbffff'; mgl=1000000.0; mstop=380.9; mlsp=318.7; id0='SR1McY'; r0=0.84; n0=14; id1='SR1HcY'; r1=0.73; n1=15; id2='SR1HcX'; r2=0.52; n2=11; id3='SR1McX'; r3=0.48; n3=10; id4='SR1LcY'; r4=0.44; n4=12; id5='SR2McY'; r5=0.38; n5=38; id6='SR1LcX'; r6=0.35; n6=9; id7='SR2HcY'; r7=0.28; n7=39; id8='SR2HcX'; r8=0.23; n8=36; id9='SR2LcY'; r9=0.23; n9=37.
X: nr=66; t='T2bbffff'; mgl=1000000.0; mstop=490.7; mlsp=462.9; id0='SR1McY'; r0=0.35; n0=14; id1='SR1LcY'; r1=0.28; n1=12; id2='SR1VLaY'; r2=0.21; n2=35; id3='SR1LaY'; r3=0.15; n3=40; id4='SR1HcY'; r4=0.14; n4=15; id5='SR1LcX'; r5=0.14; n5=9; id6='SR1McX'; r6=0.12; n6=10; id7='SR1LbY'; r7=0.12; n7=6; id8='SR2McY'; r8=0.10; n8=38; id9='SR1VLaX'; r9=0.09; n9=1.
X: nr=67; t='T2bbffff'; mgl=1000000.0; mstop=653.0; mlsp=616.8; id0='SR1LcY'; r0=0.15; n0=12; id1='SR1McY'; r1=0.13; n1=14; id2='SR1HcY'; r2=0.09; n2=15; id3='SR1LcX'; r3=0.07; n3=9; id4='SR2McY'; r4=0.05; n4=38; id5='SR1LbY'; r5=0.05; n5=6; id6='SR1VLaY'; r6=0.04; n6=35; id7='SR1LaY'; r7=0.04; n7=40; id8='SR2LcY'; r8=0.04; n8=37; id9='SR1McX'; r9=0.04; n9=10.
X: nr=68; t='T2bbffff'; mgl=1000000.0; mstop=432.2; mlsp=354.9; id0='SR1HcY'; r0=0.51; n0=15; id1='SR1McY'; r1=0.49; n1=14; id2='SR1HcX'; r2=0.35; n2=11; id3='SR1McX'; r3=0.26; n3=10; id4='SR2McY'; r4=0.20; n4=38; id5='SR2HcY'; r5=0.19; n5=39; id6='SR1LcY'; r6=0.17; n6=12; id7='SR2HcX'; r7=0.15; n7=36; id8='SR1LcX'; r8=0.14; n8=9; id9='SR2McX'; r9=0.11; n9=34.
X: nr=69; t='T2bbffff'; mgl=1000000.0; mstop=327.2; mlsp=282.8; id0='SR1McY'; r0=1.26; n0=14; id1='SR1LcY'; r1=1.02; n1=12; id2='SR1HcY'; r2=0.97; n2=15; id3='SR1McX'; r3=0.79; n3=10; id4='SR1LcX'; r4=0.76; n4=9; id5='SR1HcX'; r5=0.66; n5=11; id6='SR2McY'; r6=0.62; n6=38; id7='SR2LcY'; r7=0.50; n7=37; id8='SR2LaY'; r8=0.43; n8=21; id9='SR2HcY'; r9=0.42; n9=39.
X: nr=70; t='T2bbffff'; mgl=1000000.0; mstop=460.5; mlsp=425.6; id0='SR1McY'; r0=0.45; n0=14; id1='SR1LcY'; r1=0.42; n1=12; id2='SR1HcY'; r2=0.26; n2=15; id3='SR1LcX'; r3=0.24; n3=9; id4='SR1LaY'; r4=0.24; n4=40; id5='SR1LbY'; r5=0.20; n5=6; id6='SR1McX'; r6=0.19; n6=10; id7='SR1VLaY'; r7=0.18; n7=35; id8='SR2McY'; r8=0.16; n8=38; id9='SR1HcX'; r9=0.14; n9=11.
X: nr=71; t='T2bbffff'; mgl=1000000.0; mstop=781.1; mlsp=769.9; id0='SR1VLaY'; r0=0.03; n0=35; id1='SR1LcY'; r1=0.01; n1=12; id2='SR1LaY'; r2=0.01; n2=40; id3='SR1VLaX'; r3=0.01; n3=1; id4='SR1LbY'; r4=0.01; n4=6; id5='SR1VLbY'; r5=0.01; n5=5; id6='SR1VLbX'; r6=0.00; n6=43; id7='SR2VLaY'; r7=0.00; n7=20; id8='SR1LaX'; r8=0.00; n8=2; id9='SR1McY'; r9=0.00; n9=14.
X: nr=72; t='T2bbffff'; mgl=1000000.0; mstop=748.1; mlsp=700.8; id0='SR1McY'; r0=0.08; n0=14; id1='SR1LcY'; r1=0.07; n1=12; id2='SR1HcY'; r2=0.05; n2=15; id3='SR2McY'; r3=0.03; n3=38; id4='SR1McX'; r4=0.03; n4=10; id5='SR1LcX'; r5=0.03; n5=9; id6='SR2LcY'; r6=0.02; n6=37; id7='SR1HcX'; r7=0.02; n7=11; id8='SR2HcY'; r8=0.02; n8=39; id9='SR1LaY'; r9=0.02; n9=40.
X: nr=73; t='T2bbffff'; mgl=1000000.0; mstop=719.8; mlsp=698.8; id0='SR1LcY'; r0=0.06; n0=12; id1='SR1VLaY'; r1=0.04; n1=35; id2='SR1LaY'; r2=0.04; n2=40; id3='SR1McY'; r3=0.03; n3=14; id4='SR1LbY'; r4=0.03; n4=6; id5='SR1LcX'; r5=0.02; n5=9; id6='SR1VLbY'; r6=0.02; n6=5; id7='SR1VLaX'; r7=0.02; n7=1; id8='SR1LaX'; r8=0.01; n8=2; id9='SR2LcY'; r9=0.01; n9=37.
X: nr=74; t='T2bbffff'; mgl=1000000.0; mstop=728.1; mlsp=705.8; id0='SR1LcY'; r0=0.06; n0=12; id1='SR1VLaY'; r1=0.04; n1=35; id2='SR1LaY'; r2=0.04; n2=40; id3='SR1McY'; r3=0.04; n3=14; id4='SR1LcX'; r4=0.03; n4=9; id5='SR1LbY'; r5=0.02; n5=6; id6='SR1VLaX'; r6=0.02; n6=1; id7='SR1VLbY'; r7=0.02; n7=5; id8='SR1LaX'; r8=0.01; n8=2; id9='SR1HcY'; r9=0.01; n9=15.
X: nr=75; t='T2bbffff'; mgl=1000000.0; mstop=317.0; mlsp=305.0; id0='SR1VLaY'; r0=1.81; n0=35; id1='SR1LaY'; r1=1.14; n1=40; id2='SR1VLaX'; r2=1.02; n2=1; id3='SR1LaX'; r3=0.53; n3=2; id4='SR1LbY'; r4=0.43; n4=6; id5='SR1LcY'; r5=0.35; n5=12; id6='SR1VLbY'; r6=0.31; n6=5; id7='SR2VLaY'; r7=0.30; n7=20; id8='SR2LaY'; r8=0.27; n8=21; id9='SR1LcX'; r9=0.20; n9=9.
X: nr=76; t='T2bbffff'; mgl=1000000.0; mstop=518.4; mlsp=478.0; id0='SR1McY'; r0=0.33; n0=14; id1='SR1LcY'; r1=0.26; n1=12; id2='SR1HcY'; r2=0.22; n2=15; id3='SR1McX'; r3=0.15; n3=10; id4='SR2McY'; r4=0.14; n4=38; id5='SR1LcX'; r5=0.14; n5=9; id6='SR1LaY'; r6=0.12; n6=40; id7='SR1HcX'; r7=0.10; n7=11; id8='SR1LbY'; r8=0.10; n8=6; id9='SR2LcY'; r9=0.10; n9=37.
X: nr=77; t='T2bbffff'; mgl=1000000.0; mstop=530.7; mlsp=511.9; id0='SR1VLaY'; r0=0.18; n0=35; id1='SR1LcY'; r1=0.14; n1=12; id2='SR1McY'; r2=0.12; n2=14; id3='SR1LaY'; r3=0.11; n3=40; id4='SR1VLaX'; r4=0.08; n4=1; id5='SR1LbY'; r5=0.08; n5=6; id6='SR1LcX'; r6=0.07; n6=9; id7='SR1VLbY'; r7=0.06; n7=5; id8='SR1LaX'; r8=0.04; n8=2; id9='SR1McX'; r9=0.04; n9=10.
X: nr=78; t='T2bbffff'; mgl=1000000.0; mstop=489.5; mlsp=431.8; id0='SR1McY'; r0=0.41; n0=14; id1='SR1HcY'; r1=0.36; n1=15; id2='SR1LcY'; r2=0.23; n2=12; id3='SR1HcX'; r3=0.20; n3=11; id4='SR2McY'; r4=0.19; n4=38; id5='SR1McX'; r5=0.18; n5=10; id6='SR1LcX'; r6=0.16; n6=9; id7='SR2HcY'; r7=0.15; n7=39; id8='SR2LcY'; r8=0.10; n8=37; id9='SR2HcX'; r9=0.08; n9=36.
X: nr=79; t='T2bbffff'; mgl=1000000.0; mstop=688.1; mlsp=625.1; id0='SR1McY'; r0=0.12; n0=14; id1='SR1HcY'; r1=0.10; n1=15; id2='SR1LcY'; r2=0.06; n2=12; id3='SR2McY'; r3=0.04; n3=38; id4='SR1HcX'; r4=0.04; n4=11; id5='SR1McX'; r5=0.03; n5=10; id6='SR2HcY'; r6=0.03; n6=39; id7='SR2LcY'; r7=0.02; n7=37; id8='SR1LcX'; r8=0.02; n8=9; id9='SR1LbY'; r9=0.02; n9=6.
X: nr=80; t='T2bbffff'; mgl=1000000.0; mstop=728.8; mlsp=714.8; id0='SR1VLaY'; r0=0.04; n0=35; id1='SR1LcY'; r1=0.02; n1=12; id2='SR1LaY'; r2=0.02; n2=40; id3='SR1VLbY'; r3=0.01; n3=5; id4='SR1VLaX'; r4=0.01; n4=1; id5='SR1LbY'; r5=0.01; n5=6; id6='SR1McY'; r6=0.01; n6=14; id7='SR1HcY'; r7=0.01; n7=15; id8='SR1LcX'; r8=0.01; n8=9; id9='SR2VLaY'; r9=0.01; n9=20.
X: nr=81; t='T2bbffff'; mgl=1000000.0; mstop=668.4; mlsp=600.2; id0='SR1HcY'; r0=0.12; n0=15; id1='SR1McY'; r1=0.12; n1=14; id2='SR1LcY'; r2=0.05; n2=12; id3='SR1HcX'; r3=0.05; n3=11; id4='SR2McY'; r4=0.05; n4=38; id5='SR2HcY'; r5=0.05; n5=39; id6='SR1McX'; r6=0.04; n6=10; id7='SR1LcX'; r7=0.02; n7=9; id8='SR2LcY'; r8=0.02; n8=37; id9='SR2HcX'; r9=0.02; n9=36.
X: nr=82; t='T2bbffff'; mgl=1000000.0; mstop=436.2; mlsp=385.0; id0='SR1McY'; r0=0.64; n0=14; id1='SR1HcY'; r1=0.49; n1=15; id2='SR1LcY'; r2=0.43; n2=12; id3='SR1McX'; r3=0.32; n3=10; id4='SR1LcX'; r4=0.30; n4=9; id5='SR2McY'; r5=0.27; n5=38; id6='SR1HcX'; r6=0.27; n6=11; id7='SR2LcY'; r7=0.18; n7=37; id8='SR2HcY'; r8=0.18; n8=39; id9='SR1LaY'; r9=0.15; n9=40.
X: nr=83; t='T2bbffff'; mgl=1000000.0; mstop=712.4; mlsp=674.3; id0='SR1McY'; r0=0.09; n0=14; id1='SR1LcY'; r1=0.09; n1=12; id2='SR1HcY'; r2=0.04; n2=15; id3='SR1LcX'; r3=0.03; n3=9; id4='SR2McY'; r4=0.03; n4=38; id5='SR1LaY'; r5=0.03; n5=40; id6='SR1McX'; r6=0.03; n6=10; id7='SR1VLaY'; r7=0.03; n7=35; id8='SR1LbY'; r8=0.02; n8=6; id9='SR2LcY'; r9=0.02; n9=37.
X: nr=84; t='T2bbffff'; mgl=1000000.0; mstop=322.2; mlsp=299.6; id0='SR1LaY'; r0=1.10; n0=40; id1='SR1VLaY'; r1=0.99; n1=35; id2='SR1LcY'; r2=0.91; n2=12; id3='SR1McY'; r3=0.84; n3=14; id4='SR1LbY'; r4=0.72; n4=6; id5='SR1LaX'; r5=0.71; n5=2; id6='SR1LcX'; r6=0.67; n6=9; id7='SR1VLaX'; r7=0.64; n7=1; id8='SR2LaY'; r8=0.48; n8=21; id9='SR1MaY'; r9=0.47; n9=41.
X: nr=85; t='T2bbffff'; mgl=1000000.0; mstop=545.5; mlsp=529.1; id0='SR1VLaY'; r0=0.16; n0=35; id1='SR1LcY'; r1=0.15; n1=12; id2='SR1LaY'; r2=0.13; n2=40; id3='SR1LbY'; r3=0.10; n3=6; id4='SR1VLaX'; r4=0.08; n4=1; id5='SR1LcX'; r5=0.07; n5=9; id6='SR1McY'; r6=0.07; n6=14; id7='SR1VLbY'; r7=0.06; n7=5; id8='SR1LaX'; r8=0.06; n8=2; id9='SR1LbX'; r9=0.04; n9=44.
X: nr=86; t='T2bbffff'; mgl=1000000.0; mstop=384.8; mlsp=315.1; id0='SR1McY'; r0=0.73; n0=14; id1='SR1HcY'; r1=0.68; n1=15; id2='SR1HcX'; r2=0.52; n2=11; id3='SR1McX'; r3=0.42; n3=10; id4='SR1LcY'; r4=0.34; n4=12; id5='SR2McY'; r5=0.32; n5=38; id6='SR2HcY'; r6=0.28; n6=39; id7='SR1LcX'; r7=0.27; n7=9; id8='SR2HcX'; r8=0.24; n8=36; id9='SR2McX'; r9=0.19; n9=34.
X: nr=87; t='T2bbffff'; mgl=1000000.0; mstop=520.2; mlsp=449.4; id0='SR1McY'; r0=0.33; n0=14; id1='SR1HcY'; r1=0.32; n1=15; id2='SR1HcX'; r2=0.16; n2=11; id3='SR2HcY'; r3=0.13; n3=39; id4='SR1LcY'; r4=0.13; n4=12; id5='SR1McX'; r5=0.12; n5=10; id6='SR2McY'; r6=0.12; n6=38; id7='SR1LcX'; r7=0.08; n7=9; id8='SR2LcY'; r8=0.07; n8=37; id9='SR2HcX'; r9=0.06; n9=36.
X: nr=88; t='T2bbffff'; mgl=1000000.0; mstop=587.2; mlsp=516.3; id0='SR1HcY'; r0=0.20; n0=15; id1='SR1McY'; r1=0.19; n1=14; id2='SR1HcX'; r2=0.09; n2=11; id3='SR1LcY'; r3=0.08; n3=12; id4='SR1McX'; r4=0.08; n4=10; id5='SR2HcY'; r5=0.07; n5=39; id6='SR2McY'; r6=0.07; n6=38; id7='SR2LcY'; r7=0.05; n7=37; id8='SR1LcX'; r8=0.04; n8=9; id9='SR2HcX'; r9=0.03; n9=36.
X: nr=89; t='T2bbffff'; mgl=1000000.0; mstop=537.3; mlsp=478.3; id0='SR1McY'; r0=0.29; n0=14; id1='SR1HcY'; r1=0.25; n1=15; id2='SR1LcY'; r2=0.17; n2=12; id3='SR1HcX'; r3=0.14; n3=11; id4='SR1McX'; r4=0.13; n4=10; id5='SR2McY'; r5=0.12; n5=38; id6='SR2HcY'; r6=0.10; n6=39; id7='SR1LcX'; r7=0.09; n7=9; id8='SR2LcY'; r8=0.07; n8=37; id9='SR2McX'; r9=0.06; n9=34.
X: nr=90; t='T2bbffff'; mgl=1000000.0; mstop=523.5; mlsp=509.9; id0='SR1VLaY'; r0=0.22; n0=35; id1='SR1LaY'; r1=0.13; n1=40; id2='SR1LcY'; r2=0.10; n2=12; id3='SR1VLaX'; r3=0.10; n3=1; id4='SR1LbY'; r4=0.09; n4=6; id5='SR1VLbY'; r5=0.08; n5=5; id6='SR1LcX'; r6=0.06; n6=9; id7='SR1LaX'; r7=0.05; n7=2; id8='SR1McY'; r8=0.05; n8=14; id9='SR1VLbX'; r9=0.03; n9=43.
X: nr=91; t='T2bbffff'; mgl=1000000.0; mstop=361.4; mlsp=289.7; id0='SR1McY'; r0=0.80; n0=14; id1='SR1HcY'; r1=0.77; n1=15; id2='SR1HcX'; r2=0.65; n2=11; id3='SR1McX'; r3=0.55; n3=10; id4='SR1LcY'; r4=0.37; n4=12; id5='SR2McY'; r5=0.37; n5=38; id6='SR2HcY'; r6=0.34; n6=39; id7='SR1LcX'; r7=0.32; n7=9; id8='SR2HcX'; r8=0.26; n8=36; id9='SR2McX'; r9=0.25; n9=34.
X: nr=92; t='T2bbffff'; mgl=1000000.0; mstop=669.2; mlsp=597.7; id0='SR1McY'; r0=0.11; n0=14; id1='SR1HcY'; r1=0.11; n1=15; id2='SR1HcX'; r2=0.05; n2=11; id3='SR1LcY'; r3=0.05; n3=12; id4='SR2McY'; r4=0.04; n4=38; id5='SR2HcY'; r5=0.04; n5=39; id6='SR1McX'; r6=0.03; n6=10; id7='SR1LcX'; r7=0.02; n7=9; id8='SR2LcY'; r8=0.02; n8=37; id9='SR2HcX'; r9=0.02; n9=36.
X: nr=93; t='T2bbffff'; mgl=1000000.0; mstop=587.0; mlsp=541.7; id0='SR1McY'; r0=0.24; n0=14; id1='SR1LcY'; r1=0.17; n1=12; id2='SR1HcY'; r2=0.15; n2=15; id3='SR1LcX'; r3=0.10; n3=9; id4='SR2McY'; r4=0.07; n4=38; id5='SR1McX'; r5=0.07; n5=10; id6='SR1HcX'; r6=0.07; n6=11; id7='SR1LaY'; r7=0.06; n7=40; id8='SR1LbY'; r8=0.06; n8=6; id9='SR2LcY'; r9=0.05; n9=37.
X: nr=94; t='T2bbffff'; mgl=1000000.0; mstop=324.3; mlsp=249.5; id0='SR1McY'; r0=0.93; n0=14; id1='SR1HcY'; r1=0.90; n1=15; id2='SR1HcX'; r2=0.86; n2=11; id3='SR1McX'; r3=0.67; n3=10; id4='SR2McY'; r4=0.46; n4=38; id5='SR1LcY'; r5=0.43; n5=12; id6='SR1LcX'; r6=0.40; n6=9; id7='SR2HcX'; r7=0.40; n7=36; id8='SR2HcY'; r8=0.39; n8=39; id9='SR2McX'; r9=0.31; n9=34.
X: nr=95; t='T2bbffff'; mgl=1000000.0; mstop=796.8; mlsp=767.7; id0='SR1LcY'; r0=0.05; n0=12; id1='SR1McY'; r1=0.04; n1=14; id2='SR1LcX'; r2=0.02; n2=9; id3='SR1LbY'; r3=0.02; n3=6; id4='SR1VLaY'; r4=0.02; n4=35; id5='SR1HcY'; r5=0.02; n5=15; id6='SR1LaY'; r6=0.02; n6=40; id7='SR2McY'; r7=0.01; n7=38; id8='SR2LcY'; r8=0.01; n8=37; id9='SR1McX'; r9=0.01; n9=10.
X: nr=96; t='T2bbffff'; mgl=1000000.0; mstop=339.8; mlsp=306.1; id0='SR1McY'; r0=1.00; n0=14; id1='SR1LcY'; r1=0.87; n1=12; id2='SR1LcX'; r2=0.68; n2=9; id3='SR1LaY'; r3=0.68; n3=40; id4='SR1HcY'; r4=0.65; n4=15; id5='SR1VLaY'; r5=0.55; n5=35; id6='SR1LbY'; r6=0.52; n6=6; id7='SR1McX'; r7=0.51; n7=10; id8='SR1LaX'; r8=0.48; n8=2; id9='SR2LcY'; r9=0.42; n9=37.
X: nr=97; t='T2bbffff'; mgl=1000000.0; mstop=595.7; mlsp=585.3; id0='SR1VLaY'; r0=0.10; n0=35; id1='SR1VLaX'; r1=0.05; n1=1; id2='SR1LaY'; r2=0.04; n2=40; id3='SR1VLbY'; r3=0.03; n3=5; id4='SR1LbY'; r4=0.03; n4=6; id5='SR1LcY'; r5=0.02; n5=12; id6='SR1LaX'; r6=0.01; n6=2; id7='SR1LcX'; r7=0.01; n7=9; id8='SR1VLbX'; r8=0.01; n8=43; id9='SR2VLaY'; r9=0.01; n9=20.
X: nr=98; t='T2bbffff'; mgl=1000000.0; mstop=304.6; mlsp=269.0; id0='SR1McY'; r0=1.46; n0=14; id1='SR1LcY'; r1=1.17; n1=12; id2='SR1LcX'; r2=0.98; n2=9; id3='SR1HcY'; r3=0.93; n3=15; id4='SR1LaY'; r4=0.88; n4=40; id5='SR1LbY'; r5=0.74; n5=6; id6='SR1McX'; r6=0.73; n6=10; id7='SR2McY'; r7=0.72; n7=38; id8='SR1LaX'; r8=0.67; n8=2; id9='SR2LaY'; r9=0.67; n9=21.
X: nr=99; t='T2bbffff'; mgl=1000000.0; mstop=455.3; mlsp=378.3; id0='SR1HcY'; r0=0.45; n0=15; id1='SR1McY'; r1=0.44; n1=14; id2='SR1HcX'; r2=0.29; n2=11; id3='SR1McX'; r3=0.21; n3=10; id4='SR2McY'; r4=0.19; n4=38; id5='SR2HcY'; r5=0.18; n5=39; id6='SR1LcY'; r6=0.15; n6=12; id7='SR1LcX'; r7=0.12; n7=9; id8='SR2HcX'; r8=0.12; n8=36; id9='SR2McX'; r9=0.09; n9=34.
X: nr=100; t='T2bbffff'; mgl=1000000.0; mstop=472.9; mlsp=409.8; id0='SR1McY'; r0=0.50; n0=14; id1='SR1HcY'; r1=0.45; n1=15; id2='SR1LcY'; r2=0.25; n2=12; id3='SR1HcX'; r3=0.24; n3=11; id4='SR1McX'; r4=0.21; n4=10; id5='SR2McY'; r5=0.21; n5=38; id6='SR2HcY'; r6=0.16; n6=39; id7='SR1LcX'; r7=0.14; n7=9; id8='SR2LcY'; r8=0.12; n8=37; id9='SR2McX'; r9=0.10; n9=34.
X: nr=101; t='T2bbffff'; mgl=1000000.0; mstop=340.7; mlsp=315.7; id0='SR1McY'; r0=0.79; n0=14; id1='SR1VLaY'; r1=0.78; n1=35; id2='SR1LcY'; r2=0.73; n2=12; id3='SR1LaY'; r3=0.72; n3=40; id4='SR1LcX'; r4=0.53; n4=9; id5='SR1VLaX'; r5=0.49; n5=1; id6='SR1HcY'; r6=0.49; n6=15; id7='SR1LbY'; r7=0.46; n7=6; id8='SR1LaX'; r8=0.40; n8=2; id9='SR1McX'; r9=0.35; n9=10.
