X: nr=898; t='T2tt'; mgl=1000000.0; mstop=859.2; mlsp=421.2; id0='t1b2MT2450_650MET500_600'; r0=0.23; n0=27; id1='t2b2MT2500+MET450_600'; r1=0.18; n1=67; id2='t2b1MT2450+MET450_600'; r2=0.18; n2=53; id3='t1b2MT2450_650MET400_500'; r3=0.17; n3=26; id4='t2b2MT2400+MET600+'; r4=0.17; n4=65; id5='t2b2MT2400_500MET250_450'; r5=0.16; n5=63; id6='t2b1MT2450+MET600+'; r6=0.15; n6=54; id7='t1b2MT2350_450MET400_500'; r7=0.14; n7=21; id8='t1b2MT2450_650MET600_750'; r8=0.14; n8=28; id9='t1b1MT2400_550MET400_500'; r9=0.13; n9=3.
X: nr=899; t='T2tt'; mgl=1000000.0; mstop=1015.5; mlsp=59.5; id0='t2b1MT2450+MET600+'; r0=0.40; n0=54; id1='t1b2MT2650+MET750+'; r1=0.32; n1=31; id2='t2b2MT2400+MET600+'; r2=0.29; n2=65; id3='t1b1MT2750+MET750+'; r3=0.20; n3=14; id4='t1b2MT2650+MET600_750'; r4=0.12; n4=30; id5='t1b1MT2550_750MET750+'; r5=0.11; n5=10; id6='t2b2MT2500+MET450_600'; r6=0.11; n6=67; id7='t1b2MT2450_650MET500_600'; r7=0.10; n7=27; id8='t1b2MT2450_650MET600_750'; r8=0.09; n8=28; id9='t1b2MT2200_650MET750+'; r9=0.09; n9=19.
X: nr=900; t='T1tttt'; mgl=1845.0; mstop=1000000.0; mlsp=1199.6; id0='t2b3+MT2300_1300MET500+'; r0=0.11; n0=71; id1='t2b3+MT2900_1300MET350_500'; r1=0.06; n1=73; id2='t3+b3+MT2300+MET350+'; r2=0.06; n2=83; id3='t2b3+MT21300+MET500+'; r3=0.04; n3=76; id4='t2b3+MT2300_900MET350_500'; r4=0.03; n4=70; id5='t2b3+MT2900_1300MET250_350'; r5=0.02; n5=72; id6='t2b2MT2400+MET600+'; r6=0.02; n6=65; id7='t1b3+MT21000_1500MET450_550'; r7=0.02; n7=39; id8='t1b3+MT21000_1500MET550+'; r8=0.02; n8=40; id9='t2b3+MT21300+MET350_500'; r9=0.02; n9=75.
X: nr=901; t='T2tt'; mgl=1000000.0; mstop=961.4; mlsp=228.4; id0='t2b1MT2450+MET600+'; r0=0.46; n0=54; id1='t2b2MT2400+MET600+'; r1=0.32; n1=65; id2='t1b2MT2650+MET750+'; r2=0.26; n2=31; id3='t1b2MT2650+MET600_750'; r3=0.16; n3=30; id4='t1b2MT2450_650MET600_750'; r4=0.16; n4=28; id5='t1b1MT2550_750MET600_750'; r5=0.15; n5=9; id6='t1b2MT2450_650MET500_600'; r6=0.15; n6=27; id7='t1b1MT2750+MET750+'; r7=0.15; n7=14; id8='t1b1MT2550_750MET750+'; r8=0.14; n8=10; id9='t2b2MT2500+MET450_600'; r9=0.14; n9=67.
X: nr=902; t='T1tttt'; mgl=2111.0; mstop=1000000.0; mlsp=551.0; id0='t2b3+MT21300+MET500+'; r0=0.08; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.05; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.04; n2=83; id3='t2b2MT2400+MET600+'; r3=0.03; n3=65; id4='t1b2MT2650+MET750+'; r4=0.02; n4=31; id5='t2b1MT2450+MET600+'; r5=0.02; n5=54; id6='t3+b2MT2300+MET400+'; r6=0.02; n6=81; id7='t1b2MT2200_650MET750+'; r7=0.01; n7=19; id8='t3+b1MT2300+MET350+'; r8=0.01; n8=78; id9='t2b3+MT21300+MET350_500'; r9=0.01; n9=75.
X: nr=903; t='T1tttt'; mgl=1876.5; mstop=1000000.0; mlsp=338.4; id0='t2b3+MT21300+MET500+'; r0=0.24; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.17; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.14; n2=83; id3='t2b2MT2400+MET600+'; r3=0.09; n3=65; id4='t1b2MT2650+MET750+'; r4=0.07; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.07; n5=81; id6='t2b1MT2450+MET600+'; r6=0.05; n6=54; id7='t2b3+MT21300+MET350_500'; r7=0.04; n7=75; id8='t1b2MT2200_650MET750+'; r8=0.03; n8=19; id9='t3+b1MT2300+MET350+'; r9=0.03; n9=78.
X: nr=904; t='T2tt'; mgl=1000000.0; mstop=700.5; mlsp=302.5; id0='t2b2MT2400_500MET250_450'; r0=0.59; n0=63; id1='t1b2MT2350_450MET400_500'; r1=0.56; n1=21; id2='t1b2MT2450_650MET400_500'; r2=0.46; n2=26; id3='t1b1MT2400_550MET400_500'; r3=0.42; n3=3; id4='t2b2MT2500+MET450_600'; r4=0.40; n4=67; id5='t1b2MT2450_650MET500_600'; r5=0.40; n5=27; id6='t1b2MT2350_450MET500_600'; r6=0.32; n6=22; id7='t2b2MT2300_400MET250_350'; r7=0.31; n7=60; id8='t2b1MT2300_450MET350_450'; r8=0.31; n8=50; id9='t1b2MT2200_350MET400_500'; r9=0.30; n9=16.
X: nr=905; t='T1tttt'; mgl=1956.2; mstop=1000000.0; mlsp=213.8; id0='t2b3+MT21300+MET500+'; r0=0.17; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.12; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.10; n2=83; id3='t2b2MT2400+MET600+'; r3=0.06; n3=65; id4='t1b2MT2650+MET750+'; r4=0.05; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.05; n5=81; id6='t2b1MT2450+MET600+'; r6=0.04; n6=54; id7='t3+b1MT2300+MET350+'; r7=0.02; n7=78; id8='t2b3+MT21300+MET350_500'; r8=0.02; n8=75; id9='t1b2MT2200_650MET750+'; r9=0.02; n9=19.
X: nr=906; t='T2tt'; mgl=1000000.0; mstop=652.5; mlsp=332.6; id0='t2b2MT2300_400MET250_350'; r0=0.42; n0=60; id1='t2b2MT2400_500MET250_450'; r1=0.39; n1=63; id2='t1b2MT2350_450MET400_500'; r2=0.37; n2=21; id3='t2b1MT2300_450MET350_450'; r3=0.33; n3=50; id4='t2b1MT2300_450MET250_350'; r4=0.33; n4=49; id5='t1b2MT2200_350MET250_400'; r5=0.32; n5=15; id6='t2b2MT2300_400MET350_450'; r6=0.30; n6=61; id7='t1b2MT2200_350MET400_500'; r7=0.28; n7=16; id8='t1b1MT2400_550MET400_500'; r8=0.26; n8=3; id9='t1b1MT2300_400MET250_400'; r9=0.22; n9=46.
X: nr=907; t='T1tttt'; mgl=1891.1; mstop=1000000.0; mlsp=633.8; id0='t2b3+MT21300+MET500+'; r0=0.22; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.13; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.12; n2=83; id3='t2b2MT2400+MET600+'; r3=0.08; n3=65; id4='t1b2MT2650+MET750+'; r4=0.05; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.05; n5=81; id6='t2b1MT2450+MET600+'; r6=0.04; n6=54; id7='t2b3+MT2300_1300MET500+'; r7=0.04; n7=71; id8='t2b3+MT21300+MET350_500'; r8=0.04; n8=75; id9='t1b2MT2200_650MET750+'; r9=0.03; n9=19.
X: nr=908; t='T2tt'; mgl=1000000.0; mstop=673.0; mlsp=315.5; id0='t2b2MT2400_500MET250_450'; r0=0.57; n0=63; id1='t1b2MT2350_450MET400_500'; r1=0.52; n1=21; id2='t2b2MT2300_400MET250_350'; r2=0.39; n2=60; id3='t1b1MT2400_550MET400_500'; r3=0.37; n3=3; id4='t2b1MT2300_450MET350_450'; r4=0.36; n4=50; id5='t2b2MT2300_400MET350_450'; r5=0.33; n5=61; id6='t1b2MT2200_350MET400_500'; r6=0.32; n6=16; id7='t1b2MT2450_650MET400_500'; r7=0.31; n7=26; id8='t2b1MT2300_450MET250_350'; r8=0.29; n8=49; id9='t2b2MT2400_500MET450_600'; r9=0.29; n9=64.
X: nr=909; t='T2tt'; mgl=1000000.0; mstop=516.5; mlsp=176.9; id0='t2b2MT2300_400MET250_350'; r0=1.51; n0=60; id1='t1b2MT2200_350MET250_400'; r1=1.29; n1=15; id2='t2b1MT2300_450MET250_350'; r2=1.28; n2=49; id3='t2b2MT2400_500MET250_450'; r3=1.28; n3=63; id4='t2b1MT2300_450MET350_450'; r4=1.09; n4=50; id5='t1b2MT2200_350MET400_500'; r5=0.95; n5=16; id6='t1b2MT2350_450MET400_500'; r6=0.88; n6=21; id7='t2b2MT2300_400MET350_450'; r7=0.88; n7=61; id8='t1b1MT2300_400MET250_400'; r8=0.85; n8=46; id9='t1b3+MT2300_1000MET250_350'; r9=0.70; n9=32.
X: nr=910; t='T2tt'; mgl=1000000.0; mstop=906.5; mlsp=160.7; id0='t2b1MT2450+MET600+'; r0=0.52; n0=54; id1='t2b2MT2400+MET600+'; r1=0.46; n1=65; id2='t1b2MT2650+MET750+'; r2=0.30; n2=31; id3='t2b2MT2500+MET450_600'; r3=0.25; n3=67; id4='t1b2MT2450_650MET500_600'; r4=0.24; n4=27; id5='t1b2MT2650+MET600_750'; r5=0.24; n5=30; id6='t1b1MT2550_750MET600_750'; r6=0.23; n6=9; id7='t1b2MT2450_650MET600_750'; r7=0.21; n7=28; id8='t1b1MT2550_750MET750+'; r8=0.19; n8=10; id9='t1b1MT2750+MET750+'; r9=0.18; n9=14.
X: nr=911; t='T2tt'; mgl=1000000.0; mstop=669.1; mlsp=347.2; id0='t2b2MT2400_500MET250_450'; r0=0.36; n0=63; id1='t2b2MT2300_400MET250_350'; r1=0.35; n1=60; id2='t1b2MT2350_450MET400_500'; r2=0.33; n2=21; id3='t2b1MT2300_450MET350_450'; r3=0.28; n3=50; id4='t2b1MT2300_450MET250_350'; r4=0.28; n4=49; id5='t1b2MT2200_350MET250_400'; r5=0.27; n5=15; id6='t2b2MT2300_400MET350_450'; r6=0.27; n6=61; id7='t1b1MT2400_550MET400_500'; r7=0.26; n7=3; id8='t1b2MT2200_350MET400_500'; r8=0.26; n8=16; id9='t1b1MT2300_400MET250_400'; r9=0.19; n9=46.
X: nr=912; t='T1tttt'; mgl=1976.9; mstop=1000000.0; mlsp=1334.8; id0='t2b3+MT2300_1300MET500+'; r0=0.06; n0=71; id1='t3+b3+MT2300+MET350+'; r1=0.03; n1=83; id2='t2b3+MT2900_1300MET350_500'; r2=0.03; n2=73; id3='t2b3+MT21300+MET500+'; r3=0.02; n3=76; id4='t2b2MT2400+MET600+'; r4=0.01; n4=65; id5='t2b3+MT2300_900MET350_500'; r5=0.01; n5=70; id6='t3+b2MT2300+MET400+'; r6=0.01; n6=81; id7='t2b3+MT2900_1300MET250_350'; r7=0.01; n7=72; id8='t3+b3+MT2300+MET250_350'; r8=0.01; n8=82; id9='t1b3+MT21000_1500MET550+'; r9=0.01; n9=40.
X: nr=913; t='T2tt'; mgl=1000000.0; mstop=644.9; mlsp=268.7; id0='t2b2MT2400_500MET250_450'; r0=0.81; n0=63; id1='t1b2MT2350_450MET400_500'; r1=0.71; n1=21; id2='t1b1MT2400_550MET400_500'; r2=0.56; n2=3; id3='t2b1MT2300_450MET350_450'; r3=0.50; n3=50; id4='t2b2MT2300_400MET250_350'; r4=0.50; n4=60; id5='t1b2MT2450_650MET400_500'; r5=0.49; n5=26; id6='t1b2MT2350_450MET500_600'; r6=0.46; n6=22; id7='t2b1MT2300_450MET250_350'; r7=0.42; n7=49; id8='t1b2MT2200_350MET400_500'; r8=0.41; n8=16; id9='t2b2MT2300_400MET350_450'; r9=0.39; n9=61.
X: nr=914; t='T2tt'; mgl=1000000.0; mstop=1142.3; mlsp=542.0; id0='t2b1MT2450+MET600+'; r0=0.11; n0=54; id1='t2b2MT2400+MET600+'; r1=0.08; n1=65; id2='t1b2MT2650+MET750+'; r2=0.07; n2=31; id3='t1b2MT2450_650MET500_600'; r3=0.04; n3=27; id4='t1b2MT2650+MET600_750'; r4=0.04; n4=30; id5='t1b2MT2450_650MET600_750'; r5=0.04; n5=28; id6='t1b1MT2550_750MET750+'; r6=0.04; n6=10; id7='t1b1MT2550_750MET600_750'; r7=0.04; n7=9; id8='t2b2MT2500+MET450_600'; r8=0.04; n8=67; id9='t1b1MT2750+MET750+'; r9=0.04; n9=14.
X: nr=915; t='T1tttt'; mgl=2081.3; mstop=1000000.0; mlsp=260.1; id0='t2b3+MT21300+MET500+'; r0=0.09; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.07; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.05; n2=83; id3='t2b2MT2400+MET600+'; r3=0.03; n3=65; id4='t1b2MT2650+MET750+'; r4=0.03; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.02; n5=81; id6='t2b1MT2450+MET600+'; r6=0.02; n6=54; id7='t1b2MT2200_650MET750+'; r7=0.01; n7=19; id8='t3+b1MT2300+MET350+'; r8=0.01; n8=78; id9='t2b3+MT21300+MET350_500'; r9=0.01; n9=75.
X: nr=916; t='T2tt'; mgl=1000000.0; mstop=926.3; mlsp=522.2; id0='t1b2MT2450_650MET500_600'; r0=0.13; n0=27; id1='t2b2MT2400_500MET250_450'; r1=0.10; n1=63; id2='t2b2MT2500+MET450_600'; r2=0.10; n2=67; id3='t2b1MT2450+MET450_600'; r3=0.10; n3=53; id4='t1b2MT2450_650MET400_500'; r4=0.10; n4=26; id5='t1b2MT2350_450MET400_500'; r5=0.08; n5=21; id6='t2b1MT2450+MET600+'; r6=0.07; n6=54; id7='t1b1MT2400_550MET400_500'; r7=0.07; n7=3; id8='t2b2MT2400_500MET450_600'; r8=0.07; n8=64; id9='t1b1MT2400_550MET500_600'; r9=0.07; n9=4.
X: nr=917; t='T2tt'; mgl=1000000.0; mstop=711.8; mlsp=421.9; id0='t2b2MT2300_400MET250_350'; r0=0.22; n0=60; id1='t2b1MT2300_450MET250_350'; r1=0.21; n1=49; id2='t1b2MT2200_350MET250_400'; r2=0.17; n2=15; id3='t2b1MT2300_450MET350_450'; r3=0.17; n3=50; id4='t2b2MT2300_400MET350_450'; r4=0.17; n4=61; id5='t1b2MT2200_350MET400_500'; r5=0.16; n5=16; id6='t2b2MT2400_500MET250_450'; r6=0.15; n6=63; id7='t1b2MT2350_450MET400_500'; r7=0.13; n7=21; id8='t1b1MT2400_550MET400_500'; r8=0.11; n8=3; id9='t1b1MT2300_400MET250_400'; r9=0.11; n9=46.
X: nr=918; t='T1tttt'; mgl=1805.3; mstop=1000000.0; mlsp=1021.0; id0='t2b3+MT2300_1300MET500+'; r0=0.19; n0=71; id1='t3+b3+MT2300+MET350+'; r1=0.12; n1=83; id2='t2b3+MT21300+MET500+'; r2=0.11; n2=76; id3='t2b3+MT2900_1300MET350_500'; r3=0.06; n3=73; id4='t2b2MT2400+MET600+'; r4=0.06; n4=65; id5='t1b3+MT21000_1500MET550+'; r5=0.05; n5=40; id6='t1b3+MT21500+MET550+'; r6=0.05; n6=43; id7='t2b3+MT21300+MET350_500'; r7=0.05; n7=75; id8='t3+b2MT2300+MET400+'; r8=0.04; n8=81; id9='t1b3+MT21000_1500MET450_550'; r9=0.04; n9=39.
X: nr=919; t='T1tttt'; mgl=1935.9; mstop=1000000.0; mlsp=579.5; id0='t2b3+MT21300+MET500+'; r0=0.18; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.12; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.11; n2=83; id3='t2b2MT2400+MET600+'; r3=0.06; n3=65; id4='t3+b2MT2300+MET400+'; r4=0.05; n4=81; id5='t1b2MT2650+MET750+'; r5=0.04; n5=31; id6='t2b1MT2450+MET600+'; r6=0.04; n6=54; id7='t2b3+MT21300+MET350_500'; r7=0.03; n7=75; id8='t1b2MT2200_650MET750+'; r8=0.02; n8=19; id9='t1b3+MT21500+MET350_550'; r9=0.02; n9=42.
X: nr=920; t='T1tttt'; mgl=1873.2; mstop=1000000.0; mlsp=771.7; id0='t2b3+MT21300+MET500+'; r0=0.20; n0=76; id1='t3+b3+MT2300+MET350+'; r1=0.13; n1=83; id2='t1b3+MT21500+MET550+'; r2=0.11; n2=43; id3='t2b2MT2400+MET600+'; r3=0.07; n3=65; id4='t2b3+MT2300_1300MET500+'; r4=0.07; n4=71; id5='t1b2MT2650+MET750+'; r5=0.05; n5=31; id6='t3+b2MT2300+MET400+'; r6=0.05; n6=81; id7='t2b1MT2450+MET600+'; r7=0.04; n7=54; id8='t1b3+MT21000_1500MET550+'; r8=0.04; n8=40; id9='t2b3+MT21300+MET350_500'; r9=0.04; n9=75.
X: nr=921; t='T2tt'; mgl=1000000.0; mstop=971.0; mlsp=647.5; id0='t2b2MT2400_500MET250_450'; r0=0.05; n0=63; id1='t1b2MT2350_450MET400_500'; r1=0.05; n1=21; id2='t1b1MT2400_550MET400_500'; r2=0.04; n2=3; id3='t1b2MT2450_650MET400_500'; r3=0.03; n3=26; id4='t2b2MT2300_400MET250_350'; r4=0.03; n4=60; id5='t1b2MT2200_350MET400_500'; r5=0.03; n5=16; id6='t2b2MT2300_400MET350_450'; r6=0.03; n6=61; id7='t2b1MT2300_450MET350_450'; r7=0.03; n7=50; id8='t2b1MT2300_450MET250_350'; r8=0.03; n8=49; id9='t2b2MT2400_500MET450_600'; r9=0.03; n9=64.
X: nr=922; t='T2tt'; mgl=1000000.0; mstop=634.3; mlsp=394.1; id0='t1b2MT2200_350MET250_400'; r0=0.20; n0=15; id1='t2b2MT2300_400MET250_350'; r1=0.19; n1=60; id2='t1b2MT2200_350MET400_500'; r2=0.17; n2=16; id3='t2b1MT2300_450MET250_350'; r3=0.16; n3=49; id4='t2b2MT2300_400MET350_450'; r4=0.14; n4=61; id5='t1b3+MT2300_1000MET250_350'; r5=0.12; n5=32; id6='t2b2MT2200_300MET250_350'; r6=0.12; n6=55; id7='t2b1MT2300_450MET350_450'; r7=0.12; n7=50; id8='t1b2MT2200_350MET500_600'; r8=0.10; n8=17; id9='t1b1MT2300_400MET250_400'; r9=0.10; n9=46.
X: nr=923; t='T2tt'; mgl=1000000.0; mstop=806.3; mlsp=311.7; id0='t1b2MT2450_650MET500_600'; r0=0.42; n0=27; id1='t2b2MT2500+MET450_600'; r1=0.41; n1=67; id2='t1b2MT2450_650MET400_500'; r2=0.36; n2=26; id3='t2b1MT2450+MET450_600'; r3=0.35; n3=53; id4='t1b2MT2450_650MET600_750'; r4=0.29; n4=28; id5='t2b2MT2400+MET600+'; r5=0.29; n5=65; id6='t2b2MT2400_500MET250_450'; r6=0.27; n6=63; id7='t2b1MT2450+MET600+'; r7=0.26; n7=54; id8='t1b2MT2350_450MET400_500'; r8=0.25; n8=21; id9='t1b1MT2400_550MET400_500'; r9=0.22; n9=3.
X: nr=924; t='T2tt'; mgl=1000000.0; mstop=969.1; mlsp=410.0; id0='t2b1MT2450+MET600+'; r0=0.23; n0=54; id1='t2b2MT2400+MET600+'; r1=0.19; n1=65; id2='t1b2MT2450_650MET500_600'; r2=0.16; n2=27; id3='t2b2MT2500+MET450_600'; r3=0.16; n3=67; id4='t1b2MT2450_650MET600_750'; r4=0.14; n4=28; id5='t2b1MT2450+MET450_600'; r5=0.12; n5=53; id6='t1b2MT2650+MET600_750'; r6=0.11; n6=30; id7='t1b1MT2550_750MET600_750'; r7=0.11; n7=9; id8='t1b2MT2650+MET750+'; r8=0.10; n8=31; id9='t2b3+MT2300_1300MET500+'; r9=0.09; n9=71.
X: nr=925; t='T2tt'; mgl=1000000.0; mstop=571.6; mlsp=378.3; id0='t2b2MT2200_300MET250_350'; r0=0.17; n0=55; id1='t2b2MT2200_300MET450_600'; r1=0.14; n1=58; id2='t1b2MT2200_350MET250_400'; r2=0.12; n2=15; id3='t2b1MT2200_300MET350_450'; r3=0.12; n3=45; id4='t2b2MT2200_300MET350_450'; r4=0.12; n4=56; id5='t2b1MT2300_450MET450_600'; r5=0.12; n5=51; id6='t1b2MT2200_350MET400_500'; r6=0.11; n6=16; id7='t2b1MT2200_300MET250_350'; r7=0.11; n7=44; id8='t1b2MT2200_350MET500_600'; r8=0.11; n8=17; id9='t1b2MT2200_350MET600_750'; r9=0.10; n9=18.
X: nr=926; t='T1tttt'; mgl=1894.7; mstop=1000000.0; mlsp=1159.5; id0='t2b3+MT2300_1300MET500+'; r0=0.12; n0=71; id1='t3+b3+MT2300+MET350+'; r1=0.06; n1=83; id2='t2b3+MT21300+MET500+'; r2=0.06; n2=76; id3='t2b3+MT2900_1300MET350_500'; r3=0.04; n3=73; id4='t1b3+MT21000_1500MET550+'; r4=0.03; n4=40; id5='t2b2MT2400+MET600+'; r5=0.03; n5=65; id6='t3+b2MT2300+MET400+'; r6=0.02; n6=81; id7='t1b3+MT21000_1500MET450_550'; r7=0.02; n7=39; id8='t1b3+MT21500+MET550+'; r8=0.02; n8=43; id9='t2b3+MT21300+MET350_500'; r9=0.02; n9=75.
X: nr=927; t='T2tt'; mgl=1000000.0; mstop=846.9; mlsp=339.5; id0='t1b2MT2450_650MET500_600'; r0=0.34; n0=27; id1='t2b2MT2500+MET450_600'; r1=0.31; n1=67; id2='t2b1MT2450+MET600+'; r2=0.27; n2=54; id3='t2b2MT2400+MET600+'; r3=0.25; n3=65; id4='t2b1MT2450+MET450_600'; r4=0.25; n4=53; id5='t1b2MT2450_650MET600_750'; r5=0.22; n5=28; id6='t1b2MT2450_650MET400_500'; r6=0.21; n6=26; id7='t2b2MT2400_500MET250_450'; r7=0.19; n7=63; id8='t2b3+MT2300_1300MET500+'; r8=0.18; n8=71; id9='t1b1MT2550_750MET600_750'; r9=0.17; n9=9.
X: nr=928; t='T2tt'; mgl=1000000.0; mstop=814.5; mlsp=331.5; id0='t1b2MT2450_650MET500_600'; r0=0.40; n0=27; id1='t2b2MT2500+MET450_600'; r1=0.38; n1=67; id2='t2b1MT2450+MET450_600'; r2=0.33; n2=53; id3='t1b2MT2450_650MET400_500'; r3=0.31; n3=26; id4='t1b2MT2450_650MET600_750'; r4=0.26; n4=28; id5='t2b2MT2400+MET600+'; r5=0.24; n5=65; id6='t2b2MT2400_500MET250_450'; r6=0.24; n6=63; id7='t2b1MT2450+MET600+'; r7=0.23; n7=54; id8='t1b2MT2350_450MET400_500'; r8=0.22; n8=21; id9='t1b1MT2400_550MET400_500'; r9=0.20; n9=3.
X: nr=929; t='T2tt'; mgl=1000000.0; mstop=708.2; mlsp=307.8; id0='t2b2MT2400_500MET250_450'; r0=0.57; n0=63; id1='t1b2MT2350_450MET400_500'; r1=0.55; n1=21; id2='t1b2MT2450_650MET400_500'; r2=0.44; n2=26; id3='t2b2MT2500+MET450_600'; r3=0.42; n3=67; id4='t1b1MT2400_550MET400_500'; r4=0.42; n4=3; id5='t1b2MT2450_650MET500_600'; r5=0.38; n5=27; id6='t1b2MT2350_450MET500_600'; r6=0.30; n6=22; id7='t1b2MT2200_350MET400_500'; r7=0.30; n7=16; id8='t2b2MT2300_400MET250_350'; r8=0.30; n8=60; id9='t2b2MT2400_500MET450_600'; r9=0.29; n9=64.
X: nr=930; t='T1tttt'; mgl=2152.3; mstop=1000000.0; mlsp=585.8; id0='t2b3+MT21300+MET500+'; r0=0.06; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.05; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.04; n2=83; id3='t2b2MT2400+MET600+'; r3=0.02; n3=65; id4='t1b2MT2650+MET750+'; r4=0.02; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.02; n5=81; id6='t2b1MT2450+MET600+'; r6=0.01; n6=54; id7='t1b2MT2200_650MET750+'; r7=0.01; n7=19; id8='t3+b1MT2300+MET350+'; r8=0.01; n8=78; id9='t2b3+MT21300+MET350_500'; r9=0.01; n9=75.
X: nr=931; t='T1tttt'; mgl=1964.7; mstop=1000000.0; mlsp=542.5; id0='t2b3+MT21300+MET500+'; r0=0.16; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.10; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.10; n2=83; id3='t2b2MT2400+MET600+'; r3=0.05; n3=65; id4='t3+b2MT2300+MET400+'; r4=0.04; n4=81; id5='t1b2MT2650+MET750+'; r5=0.04; n5=31; id6='t2b1MT2450+MET600+'; r6=0.03; n6=54; id7='t1b2MT2200_650MET750+'; r7=0.02; n7=19; id8='t2b3+MT21300+MET350_500'; r8=0.02; n8=75; id9='t3+b1MT2300+MET350+'; r9=0.02; n9=78.
X: nr=932; t='T1tttt'; mgl=2040.5; mstop=1000000.0; mlsp=624.2; id0='t2b3+MT21300+MET500+'; r0=0.11; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.07; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.06; n2=83; id3='t2b2MT2400+MET600+'; r3=0.04; n3=65; id4='t1b2MT2650+MET750+'; r4=0.03; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.03; n5=81; id6='t2b1MT2450+MET600+'; r6=0.02; n6=54; id7='t1b2MT2200_650MET750+'; r7=0.02; n7=19; id8='t2b3+MT21300+MET350_500'; r8=0.02; n8=75; id9='t3+b1MT2300+MET350+'; r9=0.01; n9=78.
X: nr=933; t='T1tttt'; mgl=1861.0; mstop=1000000.0; mlsp=494.4; id0='t2b3+MT21300+MET500+'; r0=0.25; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.16; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.15; n2=83; id3='t2b2MT2400+MET600+'; r3=0.10; n3=65; id4='t1b2MT2650+MET750+'; r4=0.07; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.07; n5=81; id6='t2b1MT2450+MET600+'; r6=0.05; n6=54; id7='t2b3+MT21300+MET350_500'; r7=0.04; n7=75; id8='t1b2MT2200_650MET750+'; r8=0.03; n8=19; id9='t2b3+MT2300_1300MET500+'; r9=0.03; n9=71.
X: nr=934; t='T1tttt'; mgl=1933.2; mstop=1000000.0; mlsp=1032.4; id0='t2b3+MT21300+MET500+'; r0=0.10; n0=76; id1='t2b3+MT2300_1300MET500+'; r1=0.08; n1=71; id2='t3+b3+MT2300+MET350+'; r2=0.07; n2=83; id3='t2b2MT2400+MET600+'; r3=0.04; n3=65; id4='t1b3+MT21500+MET550+'; r4=0.04; n4=43; id5='t1b3+MT21000_1500MET550+'; r5=0.03; n5=40; id6='t3+b2MT2300+MET400+'; r6=0.03; n6=81; id7='t2b3+MT21300+MET350_500'; r7=0.03; n7=75; id8='t2b3+MT2900_1300MET350_500'; r8=0.03; n8=73; id9='t2b1MT2450+MET600+'; r9=0.02; n9=54.
X: nr=935; t='T1tttt'; mgl=2130.7; mstop=1000000.0; mlsp=55.8; id0='t2b3+MT21300+MET500+'; r0=0.07; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.05; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.04; n2=83; id3='t2b2MT2400+MET600+'; r3=0.02; n3=65; id4='t1b2MT2650+MET750+'; r4=0.02; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.02; n5=81; id6='t2b1MT2450+MET600+'; r6=0.02; n6=54; id7='t1b2MT2200_650MET750+'; r7=0.01; n7=19; id8='t3+b1MT2300+MET350+'; r8=0.01; n8=78; id9='t2b3+MT21300+MET350_500'; r9=0.01; n9=75.
X: nr=936; t='T1tttt'; mgl=1910.3; mstop=1000000.0; mlsp=388.1; id0='t2b3+MT21300+MET500+'; r0=0.20; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.15; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.12; n2=83; id3='t2b2MT2400+MET600+'; r3=0.08; n3=65; id4='t1b2MT2650+MET750+'; r4=0.06; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.06; n5=81; id6='t2b1MT2450+MET600+'; r6=0.04; n6=54; id7='t1b2MT2200_650MET750+'; r7=0.03; n7=19; id8='t3+b1MT2300+MET350+'; r8=0.03; n8=78; id9='t2b3+MT21300+MET350_500'; r9=0.03; n9=75.
