X: nr=503; t='T1tttt'; mgl=1910.1; mstop=1000000.0; mlsp=1132.2; id0='t2b3+MT2300_1300MET500+'; r0=0.11; n0=71; id1='t2b3+MT21300+MET500+'; r1=0.07; n1=76; id2='t3+b3+MT2300+MET350+'; r2=0.06; n2=83; id3='t2b3+MT2900_1300MET350_500'; r3=0.04; n3=73; id4='t2b2MT2400+MET600+'; r4=0.04; n4=65; id5='t1b3+MT21000_1500MET550+'; r5=0.03; n5=40; id6='t1b3+MT21500+MET550+'; r6=0.03; n6=43; id7='t2b3+MT21300+MET350_500'; r7=0.03; n7=75; id8='t3+b2MT2300+MET400+'; r8=0.03; n8=81; id9='t1b3+MT21000_1500MET450_550'; r9=0.02; n9=39.
X: nr=504; t='T1tttt'; mgl=2116.4; mstop=1000000.0; mlsp=265.4; id0='t2b3+MT21300+MET500+'; r0=0.07; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.06; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.04; n2=83; id3='t2b2MT2400+MET600+'; r3=0.03; n3=65; id4='t1b2MT2650+MET750+'; r4=0.02; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.02; n5=81; id6='t2b1MT2450+MET600+'; r6=0.02; n6=54; id7='t1b2MT2200_650MET750+'; r7=0.01; n7=19; id8='t3+b1MT2300+MET350+'; r8=0.01; n8=78; id9='t2b3+MT21300+MET350_500'; r9=0.01; n9=75.
X: nr=505; t='T2tt'; mgl=1000000.0; mstop=709.6; mlsp=401.1; id0='t2b2MT2400_500MET250_450'; r0=0.25; n0=63; id1='t2b2MT2300_400MET250_350'; r1=0.24; n1=60; id2='t2b1MT2300_450MET250_350'; r2=0.24; n2=49; id3='t1b2MT2200_350MET400_500'; r3=0.20; n3=16; id4='t2b1MT2300_450MET350_450'; r4=0.20; n4=50; id5='t1b2MT2350_450MET400_500'; r5=0.20; n5=21; id6='t1b2MT2200_350MET250_400'; r6=0.19; n6=15; id7='t2b2MT2300_400MET350_450'; r7=0.19; n7=61; id8='t1b1MT2400_550MET400_500'; r8=0.16; n8=3; id9='t1b1MT2300_400MET400_500'; r9=0.14; n9=57.
X: nr=506; t='T2tt'; mgl=1000000.0; mstop=577.6; mlsp=246.4; id0='t2b2MT2300_400MET250_350'; r0=0.79; n0=60; id1='t2b2MT2400_500MET250_450'; r1=0.76; n1=63; id2='t1b2MT2350_450MET400_500'; r2=0.69; n2=21; id3='t1b2MT2200_350MET250_400'; r3=0.65; n3=15; id4='t2b1MT2300_450MET250_350'; r4=0.65; n4=49; id5='t2b2MT2300_400MET350_450'; r5=0.63; n5=61; id6='t2b1MT2300_450MET350_450'; r6=0.62; n6=50; id7='t1b2MT2200_350MET400_500'; r7=0.60; n7=16; id8='t1b1MT2400_550MET400_500'; r8=0.53; n8=3; id9='t1b1MT2300_400MET250_400'; r9=0.42; n9=46.
X: nr=507; t='T1tttt'; mgl=1959.7; mstop=1000000.0; mlsp=878.0; id0='t2b3+MT21300+MET500+'; r0=0.13; n0=76; id1='t3+b3+MT2300+MET350+'; r1=0.08; n1=83; id2='t1b3+MT21500+MET550+'; r2=0.07; n2=43; id3='t2b2MT2400+MET600+'; r3=0.05; n3=65; id4='t2b3+MT2300_1300MET500+'; r4=0.04; n4=71; id5='t1b2MT2650+MET750+'; r5=0.03; n5=31; id6='t3+b2MT2300+MET400+'; r6=0.03; n6=81; id7='t2b1MT2450+MET600+'; r7=0.03; n7=54; id8='t1b3+MT21000_1500MET550+'; r8=0.03; n8=40; id9='t2b3+MT21300+MET350_500'; r9=0.03; n9=75.
X: nr=508; t='T2tt'; mgl=1000000.0; mstop=666.6; mlsp=331.5; id0='t2b2MT2400_500MET250_450'; r0=0.45; n0=63; id1='t1b2MT2350_450MET400_500'; r1=0.42; n1=21; id2='t2b2MT2300_400MET250_350'; r2=0.38; n2=60; id3='t2b1MT2300_450MET350_450'; r3=0.33; n3=50; id4='t2b2MT2300_400MET350_450'; r4=0.31; n4=61; id5='t1b1MT2400_550MET400_500'; r5=0.31; n5=3; id6='t2b1MT2300_450MET250_350'; r6=0.29; n6=49; id7='t1b2MT2200_350MET250_400'; r7=0.29; n7=15; id8='t1b2MT2200_350MET400_500'; r8=0.29; n8=16; id9='t2b2MT2400_500MET450_600'; r9=0.22; n9=64.
X: nr=509; t='T1tttt'; mgl=2038.0; mstop=1000000.0; mlsp=441.7; id0='t2b3+MT21300+MET500+'; r0=0.11; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.08; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.06; n2=83; id3='t2b2MT2400+MET600+'; r3=0.04; n3=65; id4='t1b2MT2650+MET750+'; r4=0.03; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.03; n5=81; id6='t2b1MT2450+MET600+'; r6=0.02; n6=54; id7='t1b2MT2200_650MET750+'; r7=0.02; n7=19; id8='t2b3+MT21300+MET350_500'; r8=0.01; n8=75; id9='t3+b1MT2300+MET350+'; r9=0.01; n9=78.
X: nr=510; t='T2tt'; mgl=1000000.0; mstop=551.3; mlsp=234.9; id0='t2b2MT2300_400MET250_350'; r0=1.00; n0=60; id1='t1b2MT2200_350MET250_400'; r1=0.84; n1=15; id2='t2b1MT2300_450MET250_350'; r2=0.80; n2=49; id3='t2b2MT2300_400MET350_450'; r3=0.71; n3=61; id4='t2b2MT2400_500MET250_450'; r4=0.66; n4=63; id5='t2b1MT2300_450MET350_450'; r5=0.65; n5=50; id6='t1b2MT2200_350MET400_500'; r6=0.59; n6=16; id7='t1b2MT2350_450MET400_500'; r7=0.58; n7=21; id8='t1b1MT2300_400MET250_400'; r8=0.54; n8=46; id9='t1b3+MT2300_1000MET250_350'; r9=0.47; n9=32.
X: nr=511; t='T2tt'; mgl=1000000.0; mstop=834.1; mlsp=380.3; id0='t1b2MT2450_650MET500_600'; r0=0.32; n0=27; id1='t2b2MT2500+MET450_600'; r1=0.28; n1=67; id2='t2b1MT2450+MET450_600'; r2=0.25; n2=53; id3='t1b2MT2450_650MET400_500'; r3=0.23; n3=26; id4='t2b2MT2400_500MET250_450'; r4=0.19; n4=63; id5='t2b2MT2400+MET600+'; r5=0.19; n5=65; id6='t1b2MT2350_450MET400_500'; r6=0.18; n6=21; id7='t2b1MT2450+MET600+'; r7=0.18; n7=54; id8='t1b2MT2450_650MET600_750'; r8=0.16; n8=28; id9='t1b1MT2400_550MET400_500'; r9=0.16; n9=3.
X: nr=512; t='T2tt'; mgl=1000000.0; mstop=885.6; mlsp=442.9; id0='t1b2MT2450_650MET500_600'; r0=0.23; n0=27; id1='t2b2MT2500+MET450_600'; r1=0.17; n1=67; id2='t2b2MT2400_500MET250_450'; r2=0.15; n2=63; id3='t2b1MT2450+MET450_600'; r3=0.15; n3=53; id4='t1b2MT2450_650MET400_500'; r4=0.14; n4=26; id5='t1b2MT2350_450MET400_500'; r5=0.12; n5=21; id6='t2b2MT2400+MET600+'; r6=0.12; n6=65; id7='t2b1MT2450+MET600+'; r7=0.12; n7=54; id8='t1b2MT2450_650MET600_750'; r8=0.12; n8=28; id9='t1b1MT2400_550MET400_500'; r9=0.11; n9=3.
X: nr=513; t='T1tttt'; mgl=1985.8; mstop=1000000.0; mlsp=440.8; id0='t2b3+MT21300+MET500+'; r0=0.14; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.09; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.08; n2=83; id3='t2b2MT2400+MET600+'; r3=0.05; n3=65; id4='t1b2MT2650+MET750+'; r4=0.04; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.04; n5=81; id6='t2b1MT2450+MET600+'; r6=0.03; n6=54; id7='t1b2MT2200_650MET750+'; r7=0.02; n7=19; id8='t2b3+MT21300+MET350_500'; r8=0.02; n8=75; id9='t1b3+MT21500+MET350_550'; r9=0.02; n9=42.
X: nr=514; t='T2tt'; mgl=1000000.0; mstop=941.4; mlsp=648.0; id0='t1b2MT2350_450MET400_500'; r0=0.04; n0=21; id1='t2b2MT2400_500MET250_450'; r1=0.04; n1=63; id2='t2b2MT2300_400MET250_350'; r2=0.04; n2=60; id3='t2b2MT2300_400MET350_450'; r3=0.03; n3=61; id4='t2b1MT2300_450MET250_350'; r4=0.03; n4=49; id5='t1b2MT2200_350MET500_600'; r5=0.03; n5=17; id6='t1b2MT2200_350MET250_400'; r6=0.03; n6=15; id7='t1b2MT2200_350MET400_500'; r7=0.03; n7=16; id8='t2b1MT2300_450MET350_450'; r8=0.03; n8=50; id9='t2b1MT2300_450MET450_600'; r9=0.03; n9=51.
X: nr=515; t='T2tt'; mgl=1000000.0; mstop=925.7; mlsp=348.4; id0='t2b1MT2450+MET600+'; r0=0.32; n0=54; id1='t2b2MT2400+MET600+'; r1=0.21; n1=65; id2='t1b2MT2450_650MET500_600'; r2=0.21; n2=27; id3='t2b2MT2500+MET450_600'; r3=0.20; n3=67; id4='t1b2MT2450_650MET600_750'; r4=0.17; n4=28; id5='t1b1MT2550_750MET600_750'; r5=0.15; n5=9; id6='t1b2MT2650+MET600_750'; r6=0.15; n6=30; id7='t2b1MT2450+MET450_600'; r7=0.14; n7=53; id8='t1b2MT2650+MET750+'; r8=0.13; n8=31; id9='t1b2MT2450_650MET400_500'; r9=0.12; n9=26.
X: nr=516; t='T1tttt'; mgl=1987.9; mstop=1000000.0; mlsp=838.5; id0='t2b3+MT21300+MET500+'; r0=0.12; n0=76; id1='t3+b3+MT2300+MET350+'; r1=0.08; n1=83; id2='t1b3+MT21500+MET550+'; r2=0.07; n2=43; id3='t2b2MT2400+MET600+'; r3=0.05; n3=65; id4='t1b2MT2650+MET750+'; r4=0.03; n4=31; id5='t2b3+MT2300_1300MET500+'; r5=0.03; n5=71; id6='t3+b2MT2300+MET400+'; r6=0.03; n6=81; id7='t2b1MT2450+MET600+'; r7=0.03; n7=54; id8='t2b3+MT21300+MET350_500'; r8=0.02; n8=75; id9='t1b3+MT21000_1500MET550+'; r9=0.02; n9=40.
X: nr=517; t='T2tt'; mgl=1000000.0; mstop=534.4; mlsp=332.3; id0='t2b2MT2200_300MET250_350'; r0=0.23; n0=55; id1='t1b2MT2200_350MET400_500'; r1=0.16; n1=16; id2='t1b2MT2200_350MET250_400'; r2=0.16; n2=15; id3='t1b2MT2200_350MET500_600'; r3=0.15; n3=17; id4='t1b2MT2200_350MET600_750'; r4=0.13; n4=18; id5='t2b1MT2300_450MET450_600'; r5=0.13; n5=51; id6='t2b1MT2200_300MET250_350'; r6=0.13; n6=44; id7='t2b1MT2200_300MET350_450'; r7=0.13; n7=45; id8='t2b2MT2200_300MET450_600'; r8=0.13; n8=58; id9='t2b2MT2300_400MET250_350'; r9=0.11; n9=60.
X: nr=518; t='T1tttt'; mgl=1997.8; mstop=1000000.0; mlsp=42.8; id0='t2b3+MT21300+MET500+'; r0=0.13; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.09; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.08; n2=83; id3='t2b2MT2400+MET600+'; r3=0.05; n3=65; id4='t1b2MT2650+MET750+'; r4=0.04; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.04; n5=81; id6='t2b1MT2450+MET600+'; r6=0.03; n6=54; id7='t3+b1MT2300+MET350+'; r7=0.02; n7=78; id8='t1b2MT2200_650MET750+'; r8=0.02; n8=19; id9='t2b3+MT21300+MET350_500'; r9=0.02; n9=75.
X: nr=519; t='T2tt'; mgl=1000000.0; mstop=476.1; mlsp=229.3; id0='t1b2MT2200_350MET250_400'; r0=0.77; n0=15; id1='t2b2MT2300_400MET250_350'; r1=0.68; n1=60; id2='t2b2MT2200_300MET250_350'; r2=0.66; n2=55; id3='t2b1MT2300_450MET250_350'; r3=0.61; n3=49; id4='t1b2MT2200_350MET400_500'; r4=0.45; n4=16; id5='t2b2MT2300_400MET350_450'; r5=0.45; n5=61; id6='t1b3+MT2300_1000MET250_350'; r6=0.44; n6=32; id7='t2b2MT2200_300MET350_450'; r7=0.41; n7=56; id8='t1b1MT2300_400MET250_400'; r8=0.40; n8=46; id9='t2b1MT2200_300MET250_350'; r9=0.34; n9=44.
X: nr=520; t='T2tt'; mgl=1000000.0; mstop=512.4; mlsp=261.1; id0='t1b2MT2200_350MET250_400'; r0=0.59; n0=15; id1='t2b2MT2300_400MET250_350'; r1=0.56; n1=60; id2='t2b1MT2300_450MET250_350'; r2=0.47; n2=49; id3='t2b2MT2200_300MET250_350'; r3=0.47; n3=55; id4='t2b2MT2300_400MET350_450'; r4=0.40; n4=61; id5='t1b2MT2200_350MET400_500'; r5=0.38; n5=16; id6='t1b3+MT2300_1000MET250_350'; r6=0.34; n6=32; id7='t1b1MT2300_400MET250_400'; r7=0.31; n7=46; id8='t2b1MT2300_450MET350_450'; r8=0.29; n8=50; id9='t2b1MT2200_300MET350_450'; r9=0.27; n9=45.
X: nr=521; t='T1tttt'; mgl=1820.4; mstop=1000000.0; mlsp=367.4; id0='t2b3+MT21300+MET500+'; r0=0.32; n0=76; id1='t3+b3+MT2300+MET350+'; r1=0.20; n1=83; id2='t1b3+MT21500+MET550+'; r2=0.19; n2=43; id3='t2b2MT2400+MET600+'; r3=0.11; n3=65; id4='t3+b2MT2300+MET400+'; r4=0.08; n4=81; id5='t1b2MT2650+MET750+'; r5=0.08; n5=31; id6='t2b1MT2450+MET600+'; r6=0.07; n6=54; id7='t2b3+MT21300+MET350_500'; r7=0.06; n7=75; id8='t1b2MT2200_650MET750+'; r8=0.04; n8=19; id9='t1b3+MT21500+MET350_550'; r9=0.04; n9=42.
X: nr=522; t='T2tt'; mgl=1000000.0; mstop=548.0; mlsp=249.8; id0='t2b2MT2300_400MET250_350'; r0=0.90; n0=60; id1='t1b2MT2200_350MET250_400'; r1=0.81; n1=15; id2='t2b1MT2300_450MET250_350'; r2=0.74; n2=49; id3='t2b2MT2300_400MET350_450'; r3=0.59; n3=61; id4='t2b1MT2300_450MET350_450'; r4=0.55; n4=50; id5='t1b2MT2200_350MET400_500'; r5=0.53; n5=16; id6='t1b1MT2300_400MET250_400'; r6=0.49; n6=46; id7='t1b3+MT2300_1000MET250_350'; r7=0.47; n7=32; id8='t2b2MT2400_500MET250_450'; r8=0.42; n8=63; id9='t2b1MT2300_450MET450_600'; r9=0.38; n9=51.
X: nr=523; t='T1tttt'; mgl=1860.8; mstop=1000000.0; mlsp=355.9; id0='t2b3+MT21300+MET500+'; r0=0.26; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.18; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.15; n2=83; id3='t2b2MT2400+MET600+'; r3=0.09; n3=65; id4='t1b2MT2650+MET750+'; r4=0.07; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.07; n5=81; id6='t2b1MT2450+MET600+'; r6=0.06; n6=54; id7='t2b3+MT21300+MET350_500'; r7=0.04; n7=75; id8='t1b2MT2200_650MET750+'; r8=0.03; n8=19; id9='t1b3+MT21500+MET350_550'; r9=0.03; n9=42.
X: nr=524; t='T1tttt'; mgl=1951.6; mstop=1000000.0; mlsp=662.3; id0='t2b3+MT21300+MET500+'; r0=0.16; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.10; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.10; n2=83; id3='t2b2MT2400+MET600+'; r3=0.06; n3=65; id4='t1b2MT2650+MET750+'; r4=0.04; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.04; n5=81; id6='t2b1MT2450+MET600+'; r6=0.03; n6=54; id7='t2b3+MT21300+MET350_500'; r7=0.03; n7=75; id8='t2b3+MT2300_1300MET500+'; r8=0.02; n8=71; id9='t1b2MT2200_650MET750+'; r9=0.02; n9=19.
X: nr=525; t='T1tttt'; mgl=1902.3; mstop=1000000.0; mlsp=247.7; id0='t2b3+MT21300+MET500+'; r0=0.21; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.15; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.13; n2=83; id3='t2b2MT2400+MET600+'; r3=0.08; n3=65; id4='t3+b2MT2300+MET400+'; r4=0.06; n4=81; id5='t1b2MT2650+MET750+'; r5=0.05; n5=31; id6='t2b1MT2450+MET600+'; r6=0.04; n6=54; id7='t1b2MT2200_650MET750+'; r7=0.03; n7=19; id8='t2b3+MT21300+MET350_500'; r8=0.03; n8=75; id9='t1b3+MT21500+MET350_550'; r9=0.03; n9=42.
X: nr=526; t='T1tttt'; mgl=2103.5; mstop=1000000.0; mlsp=877.2; id0='t2b3+MT21300+MET500+'; r0=0.07; n0=76; id1='t3+b3+MT2300+MET350+'; r1=0.05; n1=83; id2='t1b3+MT21500+MET550+'; r2=0.05; n2=43; id3='t2b2MT2400+MET600+'; r3=0.03; n3=65; id4='t1b2MT2650+MET750+'; r4=0.02; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.02; n5=81; id6='t2b1MT2450+MET600+'; r6=0.02; n6=54; id7='t2b3+MT21300+MET350_500'; r7=0.01; n7=75; id8='t2b3+MT2300_1300MET500+'; r8=0.01; n8=71; id9='t1b2MT2200_650MET750+'; r9=0.01; n9=19.
X: nr=527; t='T1tttt'; mgl=2091.8; mstop=1000000.0; mlsp=739.8; id0='t2b3+MT21300+MET500+'; r0=0.08; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.06; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.05; n2=83; id3='t2b2MT2400+MET600+'; r3=0.03; n3=65; id4='t1b2MT2650+MET750+'; r4=0.02; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.02; n5=81; id6='t2b1MT2450+MET600+'; r6=0.02; n6=54; id7='t2b3+MT21300+MET350_500'; r7=0.01; n7=75; id8='t1b2MT2200_650MET750+'; r8=0.01; n8=19; id9='t3+b1MT2300+MET350+'; r9=0.01; n9=78.
X: nr=528; t='T2tt'; mgl=1000000.0; mstop=1035.6; mlsp=281.6; id0='t2b1MT2450+MET600+'; r0=0.28; n0=54; id1='t1b2MT2650+MET750+'; r1=0.22; n1=31; id2='t2b2MT2400+MET600+'; r2=0.20; n2=65; id3='t1b1MT2750+MET750+'; r3=0.13; n3=14; id4='t1b2MT2650+MET600_750'; r4=0.10; n4=30; id5='t1b1MT2550_750MET750+'; r5=0.10; n5=10; id6='t1b1MT2550_750MET600_750'; r6=0.09; n6=9; id7='t1b2MT2450_650MET600_750'; r7=0.09; n7=28; id8='t1b2MT2450_650MET500_600'; r8=0.09; n8=27; id9='t2b2MT2500+MET450_600'; r9=0.09; n9=67.
X: nr=529; t='T2tt'; mgl=1000000.0; mstop=906.2; mlsp=581.8; id0='t2b2MT2400_500MET250_450'; r0=0.08; n0=63; id1='t1b2MT2350_450MET400_500'; r1=0.08; n1=21; id2='t1b1MT2400_550MET400_500'; r2=0.05; n2=3; id3='t2b2MT2300_400MET250_350'; r3=0.05; n3=60; id4='t1b2MT2200_350MET400_500'; r4=0.05; n4=16; id5='t2b1MT2300_450MET250_350'; r5=0.05; n5=49; id6='t1b2MT2450_650MET400_500'; r6=0.04; n6=26; id7='t2b2MT2400_500MET450_600'; r7=0.04; n7=64; id8='t1b2MT2350_450MET500_600'; r8=0.04; n8=22; id9='t2b1MT2300_450MET350_450'; r9=0.04; n9=50.
X: nr=530; t='T2tt'; mgl=1000000.0; mstop=727.3; mlsp=350.9; id0='t2b2MT2400_500MET250_450'; r0=0.43; n0=63; id1='t1b2MT2350_450MET400_500'; r1=0.36; n1=21; id2='t1b2MT2450_650MET400_500'; r2=0.31; n2=26; id3='t1b1MT2400_550MET400_500'; r3=0.30; n3=3; id4='t1b2MT2450_650MET500_600'; r4=0.29; n4=27; id5='t1b2MT2200_350MET400_500'; r5=0.25; n5=16; id6='t2b2MT2300_400MET250_350'; r6=0.23; n6=60; id7='t2b2MT2500+MET450_600'; r7=0.22; n7=67; id8='t2b2MT2400_500MET450_600'; r8=0.22; n8=64; id9='t2b1MT2300_450MET250_350'; r9=0.21; n9=49.
X: nr=531; t='T2tt'; mgl=1000000.0; mstop=876.0; mlsp=427.1; id0='t1b2MT2450_650MET500_600'; r0=0.24; n0=27; id1='t2b2MT2500+MET450_600'; r1=0.18; n1=67; id2='t2b1MT2450+MET450_600'; r2=0.17; n2=53; id3='t2b2MT2400_500MET250_450'; r3=0.15; n3=63; id4='t1b2MT2450_650MET400_500'; r4=0.15; n4=26; id5='t2b2MT2400+MET600+'; r5=0.15; n5=65; id6='t2b1MT2450+MET600+'; r6=0.14; n6=54; id7='t1b2MT2450_650MET600_750'; r7=0.13; n7=28; id8='t1b2MT2350_450MET400_500'; r8=0.13; n8=21; id9='t1b1MT2400_550MET400_500'; r9=0.12; n9=3.
X: nr=532; t='T1tttt'; mgl=2106.1; mstop=1000000.0; mlsp=1332.5; id0='t2b3+MT2300_1300MET500+'; r0=0.04; n0=71; id1='t2b3+MT21300+MET500+'; r1=0.03; n1=76; id2='t3+b3+MT2300+MET350+'; r2=0.03; n2=83; id3='t2b3+MT2900_1300MET350_500'; r3=0.02; n3=73; id4='t2b2MT2400+MET600+'; r4=0.01; n4=65; id5='t1b3+MT21000_1500MET550+'; r5=0.01; n5=40; id6='t1b3+MT21500+MET550+'; r6=0.01; n6=43; id7='t3+b2MT2300+MET400+'; r7=0.01; n7=81; id8='t2b3+MT21300+MET350_500'; r8=0.01; n8=75; id9='t1b3+MT21000_1500MET450_550'; r9=0.01; n9=39.
X: nr=533; t='T1tttt'; mgl=1848.7; mstop=1000000.0; mlsp=43.9; id0='t2b3+MT21300+MET500+'; r0=0.28; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.19; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.18; n2=83; id3='t2b2MT2400+MET600+'; r3=0.09; n3=65; id4='t3+b2MT2300+MET400+'; r4=0.08; n4=81; id5='t1b2MT2650+MET750+'; r5=0.07; n5=31; id6='t2b1MT2450+MET600+'; r6=0.06; n6=54; id7='t2b3+MT21300+MET350_500'; r7=0.05; n7=75; id8='t1b2MT2200_650MET750+'; r8=0.04; n8=19; id9='t1b3+MT21500+MET350_550'; r9=0.04; n9=42.
X: nr=534; t='T1tttt'; mgl=1895.0; mstop=1000000.0; mlsp=1030.3; id0='t2b3+MT2300_1300MET500+'; r0=0.11; n0=71; id1='t2b3+MT21300+MET500+'; r1=0.10; n1=76; id2='t3+b3+MT2300+MET350+'; r2=0.09; n2=83; id3='t2b2MT2400+MET600+'; r3=0.05; n3=65; id4='t1b3+MT21500+MET550+'; r4=0.04; n4=43; id5='t1b3+MT21000_1500MET550+'; r5=0.04; n5=40; id6='t2b3+MT2900_1300MET350_500'; r6=0.04; n6=73; id7='t2b3+MT21300+MET350_500'; r7=0.03; n7=75; id8='t3+b2MT2300+MET400+'; r8=0.03; n8=81; id9='t2b1MT2450+MET600+'; r9=0.03; n9=54.
X: nr=535; t='T2tt'; mgl=1000000.0; mstop=655.2; mlsp=411.0; id0='t1b2MT2200_350MET250_400'; r0=0.17; n0=15; id1='t2b2MT2300_400MET250_350'; r1=0.16; n1=60; id2='t1b2MT2200_350MET400_500'; r2=0.15; n2=16; id3='t2b1MT2300_450MET250_350'; r3=0.15; n3=49; id4='t2b2MT2300_400MET350_450'; r4=0.13; n4=61; id5='t2b2MT2200_300MET250_350'; r5=0.13; n5=55; id6='t2b1MT2300_450MET350_450'; r6=0.10; n6=50; id7='t1b3+MT2300_1000MET250_350'; r7=0.10; n7=32; id8='t1b2MT2200_350MET500_600'; r8=0.09; n8=17; id9='t2b2MT2200_400MET600+'; r9=0.09; n9=59.
X: nr=536; t='T2tt'; mgl=1000000.0; mstop=595.9; mlsp=397.5; id0='t2b2MT2200_300MET450_600'; r0=0.15; n0=58; id1='t2b2MT2200_300MET250_350'; r1=0.15; n1=55; id2='t1b2MT2200_350MET400_500'; r2=0.12; n2=16; id3='t1b2MT2200_350MET500_600'; r3=0.11; n3=17; id4='t2b1MT2200_300MET350_450'; r4=0.10; n4=45; id5='t1b2MT2200_350MET250_400'; r5=0.09; n5=15; id6='t1b2MT2200_350MET600_750'; r6=0.09; n6=18; id7='t2b2MT2200_300MET350_450'; r7=0.09; n7=56; id8='t2b1MT2200_300MET250_350'; r8=0.09; n8=44; id9='t1b1MT2300_400MET500_600'; r9=0.07; n9=68.
X: nr=537; t='T2tt'; mgl=1000000.0; mstop=829.0; mlsp=326.9; id0='t1b2MT2450_650MET500_600'; r0=0.38; n0=27; id1='t2b2MT2500+MET450_600'; r1=0.36; n1=67; id2='t2b1MT2450+MET450_600'; r2=0.30; n2=53; id3='t2b2MT2400+MET600+'; r3=0.27; n3=65; id4='t2b1MT2450+MET600+'; r4=0.26; n4=54; id5='t1b2MT2450_650MET400_500'; r5=0.26; n5=26; id6='t1b2MT2450_650MET600_750'; r6=0.25; n6=28; id7='t2b2MT2400_500MET250_450'; r7=0.22; n7=63; id8='t1b2MT2350_450MET400_500'; r8=0.20; n8=21; id9='t1b1MT2550_750MET600_750'; r9=0.19; n9=9.
X: nr=538; t='T2tt'; mgl=1000000.0; mstop=1059.9; mlsp=569.5; id0='t2b1MT2450+MET600+'; r0=0.09; n0=54; id1='t1b2MT2450_650MET500_600'; r1=0.08; n1=27; id2='t2b2MT2400+MET600+'; r2=0.08; n2=65; id3='t2b2MT2500+MET450_600'; r3=0.07; n3=67; id4='t1b2MT2450_650MET600_750'; r4=0.06; n4=28; id5='t2b1MT2450+MET450_600'; r5=0.05; n5=53; id6='t1b2MT2450_650MET400_500'; r6=0.05; n6=26; id7='t1b1MT2550_750MET600_750'; r7=0.05; n7=9; id8='t2b2MT2400_500MET250_450'; r8=0.04; n8=63; id9='t1b1MT2400_550MET600_750'; r9=0.04; n9=5.
X: nr=539; t='T1tttt'; mgl=1889.4; mstop=1000000.0; mlsp=1137.0; id0='t2b3+MT2300_1300MET500+'; r0=0.13; n0=71; id1='t3+b3+MT2300+MET350+'; r1=0.07; n1=83; id2='t2b3+MT21300+MET500+'; r2=0.06; n2=76; id3='t2b3+MT2900_1300MET350_500'; r3=0.05; n3=73; id4='t1b3+MT21000_1500MET550+'; r4=0.04; n4=40; id5='t2b2MT2400+MET600+'; r5=0.04; n5=65; id6='t1b3+MT21500+MET550+'; r6=0.03; n6=43; id7='t2b3+MT21300+MET350_500'; r7=0.02; n7=75; id8='t3+b2MT2300+MET400+'; r8=0.02; n8=81; id9='t1b3+MT21000_1500MET450_550'; r9=0.02; n9=39.
X: nr=540; t='T2tt'; mgl=1000000.0; mstop=1046.6; mlsp=244.7; id0='t2b1MT2450+MET600+'; r0=0.29; n0=54; id1='t1b2MT2650+MET750+'; r1=0.23; n1=31; id2='t2b2MT2400+MET600+'; r2=0.20; n2=65; id3='t1b1MT2750+MET750+'; r3=0.14; n3=14; id4='t1b1MT2550_750MET750+'; r4=0.10; n4=10; id5='t1b2MT2650+MET600_750'; r5=0.09; n5=30; id6='t1b1MT2550_750MET600_750'; r6=0.08; n6=9; id7='t1b2MT2450_650MET600_750'; r7=0.08; n7=28; id8='t1b2MT2450_650MET500_600'; r8=0.08; n8=27; id9='t2b2MT2500+MET450_600'; r9=0.07; n9=67.
